filename,tactic,grid_width,hide_strategy,swarm_size,n_hider_candidates,n_hiders,runs,steps_min,steps_max,steps_mean,steps_var,steps_ci_lower,steps_ci_upper,steps_half_width,taken_down_min,taken_down_max,taken_down_mean,taken_down_var,taken_down_ci_lower,taken_down_ci_upper,taken_down_half_width,area_covered_min,area_covered_max,area_covered_mean,area_covered_var,area_covered_ci_lower,area_covered_ci_upper,area_covered_half_width,mean_distance_travelled_min,mean_distance_travelled_max,mean_distance_travelled_mean,mean_distance_travelled_var,mean_distance_travelled_ci_lower,mean_distance_travelled_ci_upper,mean_distance_travelled_half_width,total_distance_covered_min,total_distance_covered_max,total_distance_covered_mean,total_distance_covered_var,total_distance_covered_ci_lower,total_distance_covered_ci_upper,total_distance_covered_half_width,hider_frac_found_min,hider_frac_found_max,hider_frac_found_mean,hider_frac_found_var,hider_frac_found_ci_lower,hider_frac_found_ci_upper,hider_frac_found_half_width,all_found_mean,all_found_ci_lower,all_found_ci_upper
T-horizontal_scan_traversal-W-20-HS-weighted-D-10-C-5-H-2-RUNS-100000.csv,horizontal_scan_traversal,20,weighted,10,5,2,100000,2.0,401.0,262.17855,9199.4599098975,261.58407001556094,262.773029984439,0.5944799844390332,0.0,10.0,7.32999,4.6508365999,7.3166233796784015,7.343356620321598,0.013366620321598077,0.0,0.9975,0.65213295,0.057532649524297506,0.6506462845150555,0.6536196154849446,0.0014866654849445826,0.0,400.0,177.949404,6249.487430244783,177.45942409314637,178.4393839068536,0.4899799068536197,0.0,4000.0,1779.49404,624948.7430244784,1774.594240931464,1784.3938390685362,4.89979906853614,0.0,1.0,0.90273,0.053858547099999994,0.9012915876997907,0.9041684123002094,0.0014384123002093574,0.83483,0.8325137879667793,0.8371267744824277
T-shared_list-W-20-HS-greedy-D-5-C-5-H-3-RUNS-100000.csv,shared_list,20,greedy,5,5,3,100000,2.0,140.0,40.19381,254.3047676839,40.09496986667681,40.292650133323185,0.09884013332318631,0.0,5.0,2.63916,3.6572344944,2.6273068856271076,2.6510131143728923,0.011853114372892382,0.0,0.3975,0.17677872499999997,0.002534675949874375,0.1764666799531071,0.17709077004689283,0.0003120450468928615,0.0,45.6,22.723,29.9359942,22.689088038199078,22.75691196180092,0.033911961800921375,0.0,228.0,113.615,748.399855,113.44544019099538,113.7845598090046,0.16955980900461043,0.0,1.0,0.8541166666666665,0.06362805305555555,0.8525532296560446,0.8556801036772884,0.0015634370106218931,0.70132,0.698472517568596,0.7041558017281543
T-divide_over_risks-W-20-HS-weighted-D-1-C-5-H-4-RUNS-100000.csv,divide_over_risks,20,weighted,1,5,4,100000,2.0,143.0,35.32819,490.3672613238999,35.190938593045395,35.465441406954604,0.13725140695460425,0.0,1.0,0.79446,0.16329330839999998,0.7919553891049718,0.7969646108950283,0.002504610895028292,0.0,0.3325,0.08230707500000001,0.0029095734674443752,0.08197274855126263,0.08264140144873738,0.0003343264487373765,0.0,143.0,33.73927,515.3155698671,33.59857045155717,33.87996954844282,0.14069954844282506,0.0,143.0,33.73927,515.3155698671,33.59857045155717,33.87996954844282,0.14069954844282506,0.0,1.0,0.3275825,0.15748408069375003,0.32512284383623824,0.33004215616376176,0.0024596561637617587,0.20554,0.20303900196327998,0.20805808805289577
T-lidbetter-W-20-HS-greedy-D-1-C-5-H-1-RUNS-100000.csv,lidbetter,20,greedy,1,5,1,100000,1.0,143.0,28.59105,321.1472498975,28.479977083624934,28.702122916375064,0.11107291637506478,0.0,1.0,0.6394,0.23056763999999996,0.6364238470371568,0.6423761529628431,0.0029761529628431482,0.0,0.35,0.067276325,0.0018674710319943751,0.06700848033015365,0.06754416966984635,0.00026784466984634825,0.0,143.0,27.31225,324.5900699375,27.200583298935094,27.423916701064904,0.11166670106490528,0.0,143.0,27.31225,324.5900699375,27.200583298935094,27.423916701064904,0.11166670106490528,0.0,1.0,0.3606,0.23056763999999996,0.35762384703715683,0.3635761529628431,0.0029761529628431482,0.3606,0.35762297985578295,0.36358510733020105
T-spiral_traversal_swarm-W-20-HS-greedy-D-10-C-5-H-4-RUNS-100000.csv,spiral_traversal_swarm,20,greedy,10,5,4,100000,2.0,401.0,309.64101,5871.3041361799005,309.1660868275863,310.1159331724137,0.4749231724136962,0.0,10.0,7.84471,3.5201950159,7.833081078651448,7.856338921348552,0.01162892134855209,0.0,0.9975,0.770522175,0.03691899814576938,0.7693312592881346,0.7717130907118653,0.001190915711865359,0.0,400.0,194.123529,5821.188188486159,193.6506370826987,194.5964209173013,0.47289191730129687,0.0,4000.0,1941.23529,582118.8188486159,1936.5063708269872,1945.964209173013,4.728919173012855,0.0,1.0,0.90764,0.038725880399999996,0.9064202896157504,0.9088597103842496,0.001219710384249617,0.77925,0.776666306712156,0.7818174871350726
T-divide_over_risks-W-20-HS-weighted-D-10-C-5-H-3-RUNS-100000.csv,divide_over_risks,20,weighted,10,5,3,100000,2.0,135.0,33.42945,202.4660226975,33.34125739981185,33.517642600188154,0.088192600188151,0.0,10.0,5.05412,6.7663110256,5.03799751246366,5.0702424875363405,0.01612248753634038,0.0,0.39,0.18273057499999998,0.0025217507726693748,0.18241932658203955,0.1830418234179604,0.00031124841796043023,0.0,68.0,24.706978000000003,40.812630707516,24.66738181304646,24.746574186953545,0.039596186953541945,0.0,680.0,247.06978,4081.2630707516005,246.67381813046458,247.46574186953544,0.39596186953542656,0.0,1.0,0.9645233333333334,0.015760295011111113,0.9637452282677113,0.9653014383989555,0.0007781050656221478,0.91438,0.9126287578527518,0.9161071639979635
T-traverse_p_qa-W-20-HS-weighted-D-5-C-5-H-1-RUNS-100000.csv,traverse_p_qa,20,weighted,5,5,1,100000,1.0,141.0,28.64515,295.8668114775,28.538538464837433,28.75176153516257,0.1066115351625676,0.0,5.0,2.41702,2.7780543195999994,2.406689378782389,2.427350621217611,0.010330621217610858,0.0,0.4025,0.1151035,0.00401454391275,0.11471078799489676,0.11549621200510324,0.00039271200510324067,0.0,81.2,21.810658000000004,89.92309320703599,21.751883128255002,21.869432871745005,0.05877487174500118,0.0,406.0,109.05329,2248.0773301759,108.759415641275,109.34716435872501,0.2938743587250059,0.0,1.0,0.83418,0.1383237276,0.8318748222802826,0.8364851777197174,0.0023051777197173884,0.83418,0.831860180739954,0.8364804195306407
T-divide_over_risks-W-20-HS-weighted-D-5-C-5-H-2-RUNS-100000.csv,divide_over_risks,20,weighted,5,5,2,100000,2.0,138.0,36.89586,343.4529548604,36.78099447552064,37.010725524479355,0.11486552447935594,0.0,5.0,2.66855,2.7645108974999997,2.658244591194991,2.6788554088050094,0.010305408805009186,0.0,0.3875,0.15996865,0.0031156180171775004,0.15962268817877126,0.16031461182122872,0.00034596182122872965,0.0,92.8,25.739662000000003,70.708610125756,25.687543462351762,25.791780537648243,0.052118537648240704,0.0,464.0,128.69831,1767.7152531439,128.4377173117588,128.95890268824118,0.2605926882411893,0.0,1.0,0.860175,0.079031469375,0.8584325669517855,0.8619174330482146,0.0017424330482145312,0.77769,0.7750998686311144,0.7802640158544328
T-divide_over_risks-W-20-HS-weighted-D-5-C-5-H-4-RUNS-100000.csv,divide_over_risks,20,weighted,5,5,4,100000,2.0,141.0,45.35389,326.2356118679,45.24194060399664,45.46583939600336,0.11194939600336085,0.0,5.0,3.05301,2.5438799399,3.0431243694297634,3.0628956305702366,0.009885630570236614,0.0,0.375,0.18617012499999996,0.0026432797449843747,0.1858514649386755,0.18648878506132444,0.00031866006132447167,0.0,84.6,29.90595,74.1319653975,29.852584715566106,29.959315284433895,0.053365284433894544,0.0,423.0,149.52975,1853.2991349375,149.26292357783055,149.79657642216947,0.2668264221694585,0.0,1.0,0.87584,0.0546067944,0.8743916303601392,0.8772883696398607,0.0014483696398607249,0.71905,0.716252924494617,0.7218343655564519
T-spiral_traversal_swarm-W-20-HS-random-D-10-C-5-H-2-RUNS-100000.csv,spiral_traversal_swarm,20,random,10,5,2,100000,2.0,401.0,260.39461,9191.0999929479,259.8004001908172,260.9888198091828,0.5942098091828143,0.0,10.0,6.96541,5.614453531900001,6.9507237871838425,6.980096212816158,0.014686212816157784,0.0,0.9975,0.64777725,0.05749511500743751,0.6462910695472535,0.6492634304527465,0.0014861804527465106,0.0,400.0,174.36998100000002,5932.03534955964,173.8926079069285,174.84735409307154,0.4773730930715203,0.0,4000.0,1743.69981,593203.5349559638,1738.9260790692847,1748.4735409307154,4.773730930715374,0.0,1.0,0.91098,0.0533954396,0.9095477852089601,0.91241221479104,0.001432214791039943,0.85558,0.8533860162007746,0.8577533383315609
