discounted_distance
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,10,0,1,0.02,8.0,8.0,0.0,0
2,32,1,0,0.08,32.0,32.0,1.0,1
3,47,0,0,0.115,46.0,46.0,0.6666666666666666,0
4,43,0,0,0.0975,42.0,42.0,0.6666666666666666,0
5,32,0,1,0.075,30.0,30.0,0.3333333333333333,0
6,38,0,1,0.0875,36.0,36.0,0.6666666666666666,0
7,4,0,1,0.005,2.0,2.0,0.0,0
8,21,0,1,0.0475,19.0,19.0,0.3333333333333333,0
9,38,1,0,0.09,38.0,38.0,1.0,1
10,11,0,1,0.0225,9.0,9.0,0.0,0
11,12,0,1,0.025,10.0,10.0,0.0,0
12,56,0,0,0.1375,55.0,55.0,0.6666666666666666,0
13,21,1,0,0.0525,21.0,21.0,1.0,1
14,50,0,0,0.12,49.0,49.0,0.6666666666666666,0
15,43,0,1,0.1025,41.0,41.0,0.6666666666666666,0
16,34,0,1,0.08,32.0,32.0,0.0,0
17,30,0,1,0.07,28.0,28.0,0.3333333333333333,0
18,6,0,1,0.01,4.0,4.0,0.0,0
19,22,0,1,0.05,20.0,20.0,0.0,0
20,9,0,1,0.0175,7.0,7.0,0.0,0
21,52,0,1,0.1225,50.0,50.0,0.6666666666666666,0
22,48,0,0,0.1175,47.0,47.0,0.6666666666666666,0
23,30,1,0,0.075,30.0,30.0,1.0,1
24,21,0,1,0.0475,19.0,19.0,0.3333333333333333,0
25,31,0,1,0.0725,29.0,29.0,0.3333333333333333,0
26,38,1,0,0.0925,38.0,38.0,1.0,1
27,11,0,1,0.0225,9.0,9.0,0.0,0
28,29,0,1,0.0675,27.0,27.0,0.3333333333333333,0
29,7,0,1,0.0125,5.0,5.0,0.0,0
30,56,0,0,0.135,55.0,55.0,0.6666666666666666,0
31,45,0,0,0.1075,44.0,44.0,0.6666666666666666,0
32,20,0,1,0.045,18.0,18.0,0.3333333333333333,0
33,31,0,1,0.0725,29.0,29.0,0.6666666666666666,0
34,22,0,1,0.05,20.0,20.0,0.6666666666666666,0
35,23,0,1,0.0525,21.0,21.0,0.0,0
36,35,0,1,0.0825,33.0,33.0,0.6666666666666666,0
37,54,0,0,0.13,53.0,53.0,0.6666666666666666,0
38,5,0,1,0.0075,3.0,3.0,0.0,0
39,43,1,0,0.1075,43.0,43.0,1.0,1
40,44,0,1,0.105,42.0,42.0,0.6666666666666666,0
41,18,0,1,0.04,16.0,16.0,0.6666666666666666,0
42,30,0,1,0.07,28.0,28.0,0.3333333333333333,0
43,8,0,1,0.015,6.0,6.0,0.0,0
44,21,0,1,0.0475,19.0,19.0,0.3333333333333333,0
45,46,0,0,0.0975,45.0,45.0,0.6666666666666666,0
46,26,0,1,0.06,24.0,24.0,0.3333333333333333,0
47,34,0,1,0.08,32.0,32.0,0.3333333333333333,0
