traverse_ordered_qa
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,20,0,3,0.0725,8.8,44.0,0.0,0
2,43,1,2,0.1075,16.6,83.0,1.0,1
3,23,1,0,0.1175,13.8,69.0,1.0,1
4,17,0,3,0.0375,6.6,33.0,0.0,0
5,41,0,3,0.1225,20.0,100.0,0.0,0
6,23,1,2,0.0775,8.2,41.0,1.0,1
7,35,0,3,0.1,12.8,64.0,0.0,0
8,78,1,2,0.195,23.8,119.0,1.0,1
9,40,0,3,0.1525,16.8,84.0,0.5,0
10,10,0,3,0.02,4.8,24.0,0.0,0
11,21,1,1,0.0775,11.4,57.0,1.0,1
12,43,0,3,0.1,12.6,63.0,0.5,0
13,77,0,3,0.215,29.0,145.0,0.5,0
14,49,1,2,0.1575,20.8,104.0,1.0,1
15,90,0,3,0.22,30.4,152.0,0.5,0
16,23,1,1,0.11,12.4,62.0,1.0,1
17,68,1,1,0.2975,34.6,173.0,1.0,1
18,28,0,3,0.0675,10.8,54.0,0.5,0
19,44,1,2,0.1325,18.6,93.0,1.0,1
20,18,1,1,0.0725,10.4,52.0,1.0,1
21,28,1,1,0.1275,13.8,69.0,1.0,1
22,25,1,0,0.105,15.0,75.0,1.0,1
23,14,1,2,0.035,5.6,28.0,1.0,1
24,22,0,3,0.05,12.0,60.0,0.0,0
25,29,0,3,0.1025,12.6,63.0,0.5,0
26,48,1,2,0.2175,21.8,109.0,1.0,1
27,33,1,1,0.15,16.0,80.0,1.0,1
28,34,0,3,0.08,19.2,96.0,0.0,0
29,36,0,3,0.085,20.4,102.0,0.0,0
30,32,1,0,0.13,19.2,96.0,1.0,1
31,24,1,1,0.1375,13.8,69.0,1.0,1
32,40,1,2,0.1325,18.0,90.0,1.0,1
33,47,1,2,0.165,16.4,82.0,1.0,1
34,59,0,3,0.1625,23.4,117.0,0.5,0
35,51,1,1,0.155,25.6,128.0,1.0,1
36,40,1,2,0.095,9.2,46.0,1.0,1
37,45,0,3,0.1225,15.4,77.0,0.5,0
38,33,1,1,0.1625,19.2,96.0,1.0,1
39,44,0,3,0.18,18.0,90.0,0.5,0
