lidbetter
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,11,1,0,0.0275,11.0,11.0,1.0,1
2,18,0,1,0.04,16.0,16.0,0.0,0
3,55,0,1,0.13,53.0,53.0,0.5,0
4,20,0,1,0.045,18.0,18.0,0.0,0
5,34,0,1,0.08,32.0,32.0,0.0,0
6,43,1,0,0.1075,43.0,43.0,1.0,1
7,20,0,1,0.045,18.0,18.0,0.0,0
8,26,0,1,0.06,24.0,24.0,0.0,0
9,28,0,1,0.065,26.0,26.0,0.0,0
10,26,0,1,0.06,24.0,24.0,0.5,0
11,36,0,1,0.085,34.0,34.0,0.0,0
12,34,0,1,0.08,32.0,32.0,0.0,0
13,33,1,0,0.0825,33.0,33.0,1.0,1
14,51,0,1,0.12,49.0,49.0,0.5,0
15,43,1,0,0.1075,43.0,43.0,1.0,1
16,33,1,0,0.08,33.0,33.0,1.0,1
17,21,0,1,0.0475,19.0,19.0,0.0,0
18,25,0,1,0.0575,23.0,23.0,0.0,0
19,20,0,1,0.045,18.0,18.0,0.0,0
20,23,0,1,0.0525,21.0,21.0,0.0,0
21,30,1,0,0.075,30.0,30.0,1.0,1
22,37,0,1,0.0875,35.0,35.0,0.5,0
23,55,1,0,0.1375,55.0,55.0,1.0,1
24,60,0,1,0.145,58.0,58.0,0.0,0
25,36,1,0,0.09,36.0,36.0,1.0,1
26,60,1,0,0.15,60.0,60.0,1.0,1
27,34,0,1,0.08,32.0,32.0,0.0,0
28,48,0,1,0.115,46.0,46.0,0.5,0
29,32,0,1,0.075,30.0,30.0,0.0,0
30,25,0,1,0.0575,23.0,23.0,0.0,0
31,34,1,0,0.085,34.0,34.0,1.0,1
32,64,1,0,0.1575,64.0,64.0,1.0,1
33,21,0,1,0.0475,19.0,19.0,0.5,0
34,21,0,1,0.0475,19.0,19.0,0.5,0
35,26,1,0,0.065,26.0,26.0,1.0,1
36,35,0,1,0.0825,33.0,33.0,0.0,0
37,19,0,1,0.0425,17.0,17.0,0.0,0
38,86,0,1,0.2075,84.0,84.0,0.5,0
39,53,1,0,0.1325,53.0,53.0,1.0,1
40,34,0,1,0.08,32.0,32.0,0.5,0
41,27,0,1,0.0625,25.0,25.0,0.0,0
42,10,0,1,0.02,8.0,8.0,0.0,0
43,14,0,1,0.03,12.0,12.0,0.0,0
44,49,0,1,0.1175,47.0,47.0,0.5,0
45,36,0,1,0.085,34.0,34.0,0.0,0
46,27,0,1,0.0625,25.0,25.0,0.5,0
47,25,0,1,0.0575,23.0,23.0,0.0,0
48,36,0,1,0.085,34.0,34.0,0.0,0
49,16,0,1,0.035,14.0,14.0,0.0,0
50,24,0,1,0.055,22.0,22.0,0.0,0
51,72,1,0,0.17,72.0,72.0,1.0,1
52,81,0,1,0.1975,79.0,79.0,0.0,0
53,30,0,1,0.07,28.0,28.0,0.0,0
54,39,0,1,0.0925,37.0,37.0,0.5,0
55,23,0,1,0.0525,21.0,21.0,0.0,0
56,22,0,1,0.05,20.0,20.0,0.0,0
57,5,0,1,0.0075,3.0,3.0,0.0,0
58,37,0,1,0.0875,35.0,35.0,0.0,0
59,27,0,1,0.0625,25.0,25.0,0.0,0
60,46,0,1,0.11,44.0,44.0,0.0,0
61,52,0,1,0.1225,50.0,50.0,0.5,0
62,30,0,1,0.07,28.0,28.0,0.0,0
63,38,0,1,0.09,36.0,36.0,0.5,0
64,68,1,0,0.17,68.0,68.0,1.0,1
65,35,0,1,0.0825,33.0,33.0,0.5,0
66,32,0,1,0.075,30.0,30.0,0.0,0
67,17,0,1,0.0375,15.0,15.0,0.0,0
68,39,1,0,0.0975,39.0,39.0,1.0,1
69,30,1,0,0.075,30.0,30.0,1.0,1
70,14,0,1,0.03,12.0,12.0,0.0,0
71,34,0,1,0.08,32.0,32.0,0.5,0
72,22,0,1,0.05,20.0,20.0,0.0,0
73,25,0,1,0.0575,23.0,23.0,0.0,0
74,43,1,0,0.1075,43.0,43.0,1.0,1
75,19,1,0,0.0475,19.0,19.0,1.0,1
76,56,1,0,0.14,56.0,56.0,1.0,1
77,25,0,1,0.0575,23.0,23.0,0.0,0
78,21,0,1,0.0475,19.0,19.0,0.0,0
79,8,0,1,0.015,6.0,6.0,0.0,0
80,18,1,0,0.045,18.0,18.0,1.0,1
81,30,0,1,0.07,28.0,28.0,0.0,0
82,25,0,1,0.0575,23.0,23.0,0.5,0
83,31,0,1,0.0725,29.0,29.0,0.5,0
84,33,0,1,0.0775,31.0,31.0,0.0,0
85,13,0,1,0.0275,11.0,11.0,0.0,0
86,62,1,0,0.1325,62.0,62.0,1.0,1
87,14,0,1,0.03,12.0,12.0,0.0,0
88,43,1,0,0.1075,43.0,43.0,1.0,1
89,14,0,1,0.03,12.0,12.0,0.0,0
90,16,0,1,0.035,14.0,14.0,0.0,0
91,59,1,0,0.1475,59.0,59.0,1.0,1
92,37,0,1,0.0875,35.0,35.0,0.5,0
93,17,1,0,0.0425,17.0,17.0,1.0,1
94,21,0,1,0.0475,19.0,19.0,0.0,0
95,13,0,1,0.0275,11.0,11.0,0.0,0
96,10,0,1,0.02,8.0,8.0,0.0,0
97,30,1,0,0.075,30.0,30.0,1.0,1
98,16,0,1,0.035,14.0,14.0,0.0,0
99,34,0,1,0.08,32.0,32.0,0.5,0
100,59,1,0,0.1475,59.0,59.0,1.0,1
101,72,1,0,0.18,72.0,72.0,1.0,1
102,15,0,1,0.0325,13.0,13.0,0.0,0
103,27,0,1,0.0625,25.0,25.0,0.5,0
104,80,1,0,0.19,80.0,80.0,1.0,1
105,30,0,1,0.07,28.0,28.0,0.0,0
106,22,0,1,0.05,20.0,20.0,0.0,0
107,45,1,0,0.11,45.0,45.0,1.0,1
108,39,0,1,0.0925,37.0,37.0,0.0,0
109,74,1,0,0.1775,74.0,74.0,1.0,1
110,4,0,1,0.005,2.0,2.0,0.0,0
111,64,0,1,0.15,62.0,62.0,0.5,0
112,68,0,1,0.1625,66.0,66.0,0.5,0
113,44,1,0,0.11,44.0,44.0,1.0,1
114,43,1,0,0.1075,43.0,43.0,1.0,1
115,60,0,1,0.1425,58.0,58.0,0.5,0
116,17,0,1,0.0375,15.0,15.0,0.0,0
117,32,0,1,0.075,30.0,30.0,0.0,0
118,55,1,0,0.1375,55.0,55.0,1.0,1
119,68,0,1,0.1625,66.0,66.0,0.5,0
120,27,1,0,0.0675,27.0,27.0,1.0,1
121,35,1,0,0.0875,35.0,35.0,1.0,1
122,34,0,1,0.08,32.0,32.0,0.0,0
123,40,0,1,0.095,38.0,38.0,0.0,0
124,65,0,1,0.155,63.0,63.0,0.5,0
125,33,1,0,0.0825,33.0,33.0,1.0,1
126,11,0,1,0.0225,9.0,9.0,0.0,0
127,43,1,0,0.1075,43.0,43.0,1.0,1
128,30,1,0,0.075,30.0,30.0,1.0,1
129,24,0,1,0.055,22.0,22.0,0.0,0
130,16,0,1,0.035,14.0,14.0,0.0,0
131,26,1,0,0.065,26.0,26.0,1.0,1
132,65,0,1,0.155,63.0,63.0,0.5,0
133,21,0,1,0.0475,19.0,19.0,0.0,0
134,56,0,1,0.135,54.0,54.0,0.5,0
135,42,0,1,0.1,40.0,40.0,0.0,0
136,95,1,0,0.2275,95.0,95.0,1.0,1
137,43,1,0,0.1075,43.0,43.0,1.0,1
138,14,0,1,0.03,12.0,12.0,0.0,0
139,36,1,0,0.0875,36.0,36.0,1.0,1
140,21,0,1,0.0475,19.0,19.0,0.0,0
141,14,0,1,0.03,12.0,12.0,0.0,0
142,25,0,1,0.0575,23.0,23.0,0.0,0
143,64,1,0,0.1375,64.0,64.0,1.0,1
144,24,0,1,0.055,22.0,22.0,0.0,0
145,22,0,1,0.05,20.0,20.0,0.0,0
146,27,0,1,0.0625,25.0,25.0,0.0,0
147,8,0,1,0.015,6.0,6.0,0.0,0
148,62,1,0,0.155,62.0,62.0,1.0,1
149,25,1,0,0.0625,25.0,25.0,1.0,1
150,108,0,1,0.26,106.0,106.0,0.5,0
151,15,0,1,0.0325,13.0,13.0,0.0,0
152,66,1,0,0.1625,66.0,66.0,1.0,1
153,83,0,1,0.1975,81.0,81.0,0.5,0
154,15,0,1,0.0325,13.0,13.0,0.0,0
155,95,0,1,0.23,93.0,93.0,0.5,0
156,40,0,1,0.095,38.0,38.0,0.0,0
157,13,0,1,0.0275,11.0,11.0,0.5,0
158,27,0,1,0.0575,25.0,25.0,0.0,0
159,24,0,1,0.055,22.0,22.0,0.0,0
160,55,1,0,0.1375,55.0,55.0,1.0,1
161,91,1,0,0.225,91.0,91.0,1.0,1
162,9,0,1,0.0175,7.0,7.0,0.0,0
163,54,1,0,0.135,54.0,54.0,1.0,1
164,43,1,0,0.1075,43.0,43.0,1.0,1
165,61,0,1,0.1475,59.0,59.0,0.0,0
166,31,0,1,0.0725,29.0,29.0,0.0,0
167,21,0,1,0.0475,19.0,19.0,0.0,0
168,48,0,1,0.115,46.0,46.0,0.5,0
169,26,0,1,0.06,24.0,24.0,0.0,0
170,28,0,1,0.065,26.0,26.0,0.5,0
171,56,1,0,0.1325,56.0,56.0,1.0,1
172,15,1,0,0.0375,15.0,15.0,1.0,1
173,27,1,0,0.0675,27.0,27.0,1.0,1
174,27,0,1,0.0625,25.0,25.0,0.0,0
175,82,0,1,0.195,80.0,80.0,0.5,0
176,109,1,0,0.2575,109.0,109.0,1.0,1
177,70,0,1,0.17,68.0,68.0,0.5,0
178,18,0,1,0.04,16.0,16.0,0.0,0
179,27,0,1,0.0625,25.0,25.0,0.0,0
180,90,0,1,0.21,88.0,88.0,0.5,0
181,33,0,1,0.0775,31.0,31.0,0.5,0
182,21,0,1,0.0475,19.0,19.0,0.0,0
183,53,0,1,0.1275,51.0,51.0,0.5,0
184,56,0,1,0.135,54.0,54.0,0.5,0
185,27,1,0,0.0675,27.0,27.0,1.0,1
186,43,1,0,0.1075,43.0,43.0,1.0,1
187,33,0,1,0.0775,31.0,31.0,0.0,0
188,63,1,0,0.1325,63.0,63.0,1.0,1
189,41,1,0,0.1025,41.0,41.0,1.0,1
190,5,0,1,0.0075,3.0,3.0,0.0,0
191,23,0,1,0.0525,21.0,21.0,0.0,0
192,30,0,1,0.07,28.0,28.0,0.0,0
193,25,0,1,0.0575,23.0,23.0,0.5,0
194,2,0,1,0.0,0.0,0.0,0.0,0
195,43,1,0,0.1075,43.0,43.0,1.0,1
196,33,1,0,0.0825,33.0,33.0,1.0,1
