traverse_ordered_qa
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,88,1,2,0.205,25.4,127.0,1.0,1
2,43,1,2,0.1425,16.8,84.0,1.0,1
3,10,1,1,0.04,5.2,26.0,1.0,1
4,20,1,0,0.06,12.0,60.0,1.0,1
5,20,1,0,0.1,12.0,60.0,1.0,1
6,21,1,1,0.0925,10.2,51.0,1.0,1
7,8,1,1,0.0275,4.6,23.0,1.0,1
8,7,1,2,0.0175,3.8,19.0,1.0,1
9,30,1,2,0.1075,12.2,61.0,1.0,1
10,9,1,0,0.0275,5.4,27.0,1.0,1
11,77,1,1,0.2775,40.6,203.0,1.0,1
12,1,1,1,0.0025,0.4,2.0,1.0,1
13,49,0,3,0.1525,15.8,79.0,0.0,0
14,34,0,3,0.1675,15.4,77.0,0.0,0
15,49,1,2,0.18,22.6,113.0,1.0,1
16,24,1,0,0.1475,14.4,72.0,1.0,1
17,6,1,0,0.025,3.6,18.0,1.0,1
18,17,1,0,0.1175,10.2,51.0,1.0,1
19,5,1,0,0.0175,3.0,15.0,1.0,1
20,29,1,1,0.165,14.0,70.0,1.0,1
21,42,0,3,0.14,12.4,62.0,0.0,0
22,52,1,2,0.135,14.8,74.0,1.0,1
23,27,1,0,0.15,16.2,81.0,1.0,1
24,86,1,2,0.2775,40.0,200.0,1.0,1
25,71,0,3,0.1925,19.0,95.0,0.0,0
26,5,1,2,0.0125,2.6,13.0,1.0,1
27,62,0,3,0.175,17.6,88.0,0.0,0
28,16,1,1,0.0725,8.4,42.0,1.0,1
29,22,1,2,0.115,11.0,55.0,1.0,1
30,79,1,2,0.2275,30.6,153.0,1.0,1
31,10,1,1,0.025,5.8,29.0,1.0,1
32,22,0,3,0.05,6.8,34.0,0.0,0
33,28,0,3,0.085,10.4,52.0,0.0,0
34,36,1,2,0.1325,15.8,79.0,1.0,1
35,20,1,0,0.125,12.0,60.0,1.0,1
36,74,1,1,0.1775,31.4,157.0,1.0,1
37,48,0,3,0.15,22.2,111.0,0.0,0
38,27,1,0,0.1375,16.2,81.0,1.0,1
39,25,0,3,0.0975,9.6,48.0,0.0,0
40,13,1,0,0.09,7.8,39.0,1.0,1
41,18,1,1,0.0575,10.6,53.0,1.0,1
42,24,1,1,0.095,13.8,69.0,1.0,1
43,17,1,0,0.08,10.2,51.0,1.0,1
44,36,0,3,0.1175,16.0,80.0,0.0,0
45,21,1,1,0.1025,8.6,43.0,1.0,1
46,60,0,3,0.165,16.6,83.0,0.0,0
47,22,1,2,0.07,8.0,40.0,1.0,1
48,18,1,1,0.0875,8.4,42.0,1.0,1
49,18,1,1,0.075,9.2,46.0,1.0,1
50,82,1,2,0.2575,25.2,126.0,1.0,1
51,30,1,2,0.1375,15.4,77.0,1.0,1
52,12,1,0,0.055,7.2,36.0,1.0,1
53,54,0,3,0.1675,24.2,121.0,0.0,0
54,16,1,0,0.0975,9.6,48.0,1.0,1
55,41,0,3,0.1125,9.6,48.0,0.0,0
56,71,0,3,0.25,22.4,112.0,0.0,0
57,34,1,2,0.175,20.0,100.0,1.0,1
58,23,0,3,0.0625,9.2,46.0,0.0,0
59,41,0,3,0.145,15.4,77.0,0.0,0
60,18,1,0,0.06,10.8,54.0,1.0,1
61,32,1,0,0.1475,19.2,96.0,1.0,1
62,27,0,3,0.0875,12.6,63.0,0.0,0
63,20,1,0,0.0825,12.0,60.0,1.0,1
64,59,0,3,0.2075,21.4,107.0,0.0,0
65,31,1,1,0.19,18.4,92.0,1.0,1
66,22,1,0,0.11,13.2,66.0,1.0,1
67,32,1,1,0.1375,18.0,90.0,1.0,1
68,63,1,2,0.29,27.4,137.0,1.0,1
69,33,1,1,0.18,17.2,86.0,1.0,1
70,33,0,3,0.1125,11.4,57.0,0.0,0
71,20,1,0,0.1375,12.0,60.0,1.0,1
72,33,0,3,0.1425,14.4,72.0,0.0,0
73,64,1,2,0.185,21.0,105.0,1.0,1
74,13,1,0,0.0675,7.8,39.0,1.0,1
75,19,1,0,0.105,11.4,57.0,1.0,1
76,84,1,2,0.2725,25.0,125.0,1.0,1
77,33,1,1,0.1625,17.6,88.0,1.0,1
78,20,1,0,0.085,12.0,60.0,1.0,1
79,55,1,2,0.135,25.4,127.0,1.0,1
80,28,1,1,0.15,15.0,75.0,1.0,1
81,23,0,3,0.0525,6.6,33.0,0.0,0
82,22,1,1,0.12,11.8,59.0,1.0,1
83,53,1,2,0.18,26.6,133.0,1.0,1
84,86,1,2,0.2625,26.2,131.0,1.0,1
85,19,1,0,0.1325,11.4,57.0,1.0,1
86,25,0,3,0.0625,6.6,33.0,0.0,0
87,17,1,0,0.085,10.2,51.0,1.0,1
