traverse_p_qa
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,39,0,1,0.0925,37.0,37.0,0.0,0
2,35,0,1,0.0825,33.0,33.0,0.5,0
3,43,0,1,0.1025,41.0,41.0,0.5,0
4,28,0,1,0.065,26.0,26.0,0.0,0
5,25,0,1,0.0575,23.0,23.0,0.0,0
6,91,1,0,0.22,91.0,91.0,1.0,1
7,23,1,0,0.0575,23.0,23.0,1.0,1
8,95,1,0,0.2075,95.0,95.0,1.0,1
9,30,0,1,0.07,28.0,28.0,0.0,0
10,28,0,1,0.065,26.0,26.0,0.5,0
11,32,0,1,0.075,30.0,30.0,0.0,0
12,40,0,1,0.095,38.0,38.0,0.0,0
13,9,0,1,0.0175,7.0,7.0,0.0,0
14,61,1,0,0.145,61.0,61.0,1.0,1
15,23,0,1,0.0525,21.0,21.0,0.0,0
16,34,0,1,0.08,32.0,32.0,0.5,0
17,18,0,1,0.04,16.0,16.0,0.0,0
18,30,0,1,0.07,28.0,28.0,0.0,0
19,9,0,1,0.0175,7.0,7.0,0.0,0
20,40,1,0,0.1,40.0,40.0,1.0,1
21,20,0,1,0.045,18.0,18.0,0.5,0
22,29,0,1,0.0675,27.0,27.0,0.0,0
23,30,0,1,0.07,28.0,28.0,0.0,0
24,58,0,1,0.14,56.0,56.0,0.5,0
25,47,1,0,0.115,47.0,47.0,1.0,1
26,13,0,1,0.0275,11.0,11.0,0.0,0
27,25,1,0,0.0625,25.0,25.0,1.0,1
28,23,0,1,0.0525,21.0,21.0,0.0,0
29,13,0,1,0.0275,11.0,11.0,0.0,0
30,24,0,1,0.055,22.0,22.0,0.0,0
31,79,1,0,0.19,79.0,79.0,1.0,1
32,25,0,1,0.0575,23.0,23.0,0.5,0
33,51,1,0,0.1225,51.0,51.0,1.0,1
34,18,0,1,0.04,16.0,16.0,0.0,0
35,8,0,1,0.015,6.0,6.0,0.0,0
36,51,1,0,0.1275,51.0,51.0,1.0,1
37,37,1,0,0.0925,37.0,37.0,1.0,1
38,51,1,0,0.1275,51.0,51.0,1.0,1
39,16,0,1,0.035,14.0,14.0,0.0,0
40,47,0,1,0.1125,45.0,45.0,0.5,0
41,12,0,1,0.025,10.0,10.0,0.0,0
42,21,0,1,0.0475,19.0,19.0,0.0,0
43,12,0,1,0.025,10.0,10.0,0.0,0
44,56,0,1,0.135,54.0,54.0,0.0,0
45,51,0,1,0.1225,49.0,49.0,0.5,0
46,16,1,0,0.04,16.0,16.0,1.0,1
47,34,0,1,0.08,32.0,32.0,0.0,0
48,10,0,1,0.02,8.0,8.0,0.0,0
49,25,0,1,0.0575,23.0,23.0,0.5,0
50,27,0,1,0.0625,25.0,25.0,0.0,0
51,29,0,1,0.0675,27.0,27.0,0.5,0
52,26,0,1,0.06,24.0,24.0,0.5,0
53,44,0,1,0.1025,42.0,42.0,0.5,0
54,35,0,1,0.0825,33.0,33.0,0.0,0
55,36,0,1,0.085,34.0,34.0,0.0,0
56,15,1,0,0.0375,15.0,15.0,1.0,1
57,11,0,1,0.0225,9.0,9.0,0.0,0
58,16,1,0,0.04,16.0,16.0,1.0,1
59,72,1,0,0.18,72.0,72.0,1.0,1
60,25,0,1,0.0575,23.0,23.0,0.0,0
61,54,1,0,0.105,54.0,54.0,1.0,1
62,48,0,1,0.115,46.0,46.0,0.5,0
63,70,1,0,0.175,70.0,70.0,1.0,1
64,36,1,0,0.09,36.0,36.0,1.0,1
65,46,1,0,0.115,46.0,46.0,1.0,1
66,38,0,1,0.09,36.0,36.0,0.5,0
67,46,0,1,0.1075,44.0,44.0,0.0,0
68,17,0,1,0.0375,15.0,15.0,0.0,0
69,34,0,1,0.08,32.0,32.0,0.0,0
70,53,0,1,0.1275,51.0,51.0,0.5,0
71,69,0,1,0.1625,67.0,67.0,0.5,0
72,20,0,1,0.045,18.0,18.0,0.0,0
73,37,0,1,0.0875,35.0,35.0,0.0,0
74,16,0,1,0.035,14.0,14.0,0.0,0
75,12,0,1,0.025,10.0,10.0,0.0,0
76,61,1,0,0.1475,61.0,61.0,1.0,1
77,42,0,1,0.1,40.0,40.0,0.5,0
78,41,0,1,0.0975,39.0,39.0,0.5,0
79,48,0,1,0.115,46.0,46.0,0.5,0
80,19,1,0,0.0475,19.0,19.0,1.0,1
81,70,1,0,0.1725,70.0,70.0,1.0,1
82,85,0,1,0.1975,83.0,83.0,0.5,0
83,15,0,1,0.0325,13.0,13.0,0.5,0
84,27,0,1,0.0625,25.0,25.0,0.0,0
85,50,1,0,0.125,50.0,50.0,1.0,1
86,19,0,1,0.0425,17.0,17.0,0.0,0
87,23,1,0,0.0575,23.0,23.0,1.0,1
88,27,0,1,0.0625,25.0,25.0,0.0,0
89,36,0,1,0.085,34.0,34.0,0.5,0
90,17,0,1,0.0375,15.0,15.0,0.0,0
91,40,0,1,0.095,38.0,38.0,0.0,0
92,48,0,1,0.115,46.0,46.0,0.0,0
93,73,0,1,0.175,71.0,71.0,0.5,0
94,38,1,0,0.095,38.0,38.0,1.0,1
95,29,0,1,0.0675,27.0,27.0,0.0,0
96,26,1,0,0.065,26.0,26.0,1.0,1
97,40,0,1,0.0875,38.0,38.0,0.0,0
98,34,0,1,0.08,32.0,32.0,0.5,0
99,14,0,1,0.03,12.0,12.0,0.0,0
100,41,0,1,0.075,39.0,39.0,0.0,0
101,48,1,0,0.12,48.0,48.0,1.0,1
102,13,0,1,0.0275,11.0,11.0,0.0,0
103,60,1,0,0.1475,60.0,60.0,1.0,1
104,26,0,1,0.06,24.0,24.0,0.0,0
105,73,1,0,0.18,73.0,73.0,1.0,1
106,83,1,0,0.1825,83.0,83.0,1.0,1
107,19,0,1,0.0425,17.0,17.0,0.0,0
108,35,0,1,0.0825,33.0,33.0,0.5,0
109,19,0,1,0.0425,17.0,17.0,0.0,0
110,36,0,1,0.085,34.0,34.0,0.5,0
111,9,0,1,0.0175,7.0,7.0,0.0,0
112,9,0,1,0.0175,7.0,7.0,0.0,0
113,19,0,1,0.0425,17.0,17.0,0.0,0
114,2,0,1,0.0,0.0,0.0,0.0,0
115,55,0,1,0.1325,53.0,53.0,0.5,0
116,11,0,1,0.0225,9.0,9.0,0.0,0
117,47,0,1,0.095,45.0,45.0,0.5,0
118,38,0,1,0.09,36.0,36.0,0.0,0
119,35,0,1,0.0825,33.0,33.0,0.0,0
120,55,1,0,0.1375,55.0,55.0,1.0,1
121,29,0,1,0.0675,27.0,27.0,0.5,0
122,9,0,1,0.0175,7.0,7.0,0.0,0
123,55,1,0,0.135,55.0,55.0,1.0,1
124,12,0,1,0.025,10.0,10.0,0.0,0
125,17,0,1,0.0375,15.0,15.0,0.0,0
126,25,0,1,0.0575,23.0,23.0,0.0,0
127,17,0,1,0.0375,15.0,15.0,0.0,0
