traverse_p_qa
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,60,0,1,0.1425,58.0,58.0,0.5,0
2,21,0,1,0.0475,19.0,19.0,0.0,0
3,25,0,1,0.0575,23.0,23.0,0.0,0
4,58,0,1,0.135,56.0,56.0,0.5,0
5,66,0,1,0.1475,64.0,64.0,0.75,0
6,63,0,1,0.135,61.0,61.0,0.75,0
7,28,0,1,0.065,26.0,26.0,0.25,0
8,43,0,1,0.1025,41.0,41.0,0.25,0
9,55,1,0,0.1225,55.0,55.0,1.0,1
10,45,0,1,0.1075,43.0,43.0,0.25,0
11,66,0,1,0.16,64.0,64.0,0.75,0
12,96,1,0,0.2375,96.0,96.0,1.0,1
13,37,0,1,0.0875,35.0,35.0,0.0,0
14,59,0,1,0.1375,57.0,57.0,0.5,0
15,27,0,1,0.0625,25.0,25.0,0.0,0
16,66,1,0,0.1625,66.0,66.0,1.0,1
17,17,0,1,0.0375,15.0,15.0,0.0,0
18,23,0,1,0.0525,21.0,21.0,0.0,0
19,87,1,0,0.2175,87.0,87.0,1.0,1
20,32,0,1,0.075,30.0,30.0,0.5,0
21,44,0,1,0.105,42.0,42.0,0.5,0
22,21,0,1,0.0475,19.0,19.0,0.0,0
23,87,1,0,0.215,87.0,87.0,1.0,1
24,66,0,1,0.1575,64.0,64.0,0.5,0
25,21,0,1,0.0475,19.0,19.0,0.0,0
26,10,0,1,0.02,8.0,8.0,0.0,0
27,73,1,0,0.18,73.0,73.0,1.0,1
28,45,0,1,0.1075,43.0,43.0,0.25,0
29,40,1,0,0.0975,40.0,40.0,1.0,1
30,21,0,1,0.0475,19.0,19.0,0.0,0
31,75,1,0,0.18,75.0,75.0,1.0,1
32,93,1,0,0.2225,93.0,93.0,1.0,1
33,16,0,1,0.035,14.0,14.0,0.0,0
34,59,1,0,0.145,59.0,59.0,1.0,1
35,43,0,1,0.1025,41.0,41.0,0.25,0
36,54,0,1,0.13,52.0,52.0,0.25,0
37,54,1,0,0.135,54.0,54.0,1.0,1
38,20,0,1,0.045,18.0,18.0,0.0,0
39,27,0,1,0.0625,25.0,25.0,0.25,0
40,35,0,1,0.0825,33.0,33.0,0.25,0
41,75,0,1,0.1825,73.0,73.0,0.75,0
42,25,0,1,0.0575,23.0,23.0,0.0,0
43,17,0,1,0.0375,15.0,15.0,0.0,0
44,44,0,1,0.105,42.0,42.0,0.25,0
45,52,0,1,0.125,50.0,50.0,0.5,0
46,70,1,0,0.1725,70.0,70.0,1.0,1
47,33,0,1,0.0775,31.0,31.0,0.0,0
48,38,0,1,0.0825,36.0,36.0,0.75,0
49,16,0,1,0.035,14.0,14.0,0.0,0
50,38,0,1,0.09,36.0,36.0,0.5,0
51,21,0,1,0.0475,19.0,19.0,0.0,0
52,34,0,1,0.08,32.0,32.0,0.25,0
53,17,0,1,0.0375,15.0,15.0,0.0,0
54,18,0,1,0.04,16.0,16.0,0.0,0
55,32,0,1,0.075,30.0,30.0,0.0,0
56,33,0,1,0.0775,31.0,31.0,0.25,0
57,62,0,1,0.1475,60.0,60.0,0.5,0
58,36,0,1,0.085,34.0,34.0,0.25,0
59,45,0,1,0.1075,43.0,43.0,0.5,0
60,21,0,1,0.0475,19.0,19.0,0.0,0
61,49,1,0,0.1075,49.0,49.0,1.0,1
62,91,1,0,0.2225,91.0,91.0,1.0,1
63,49,1,0,0.1225,49.0,49.0,1.0,1
64,40,0,1,0.0925,38.0,38.0,0.75,0
65,30,0,1,0.07,28.0,28.0,0.25,0
66,37,0,1,0.0875,35.0,35.0,0.0,0
67,80,1,0,0.18,80.0,80.0,1.0,1
68,41,0,1,0.0975,39.0,39.0,0.25,0
69,33,0,1,0.0775,31.0,31.0,0.0,0
70,97,1,0,0.23,97.0,97.0,1.0,1
71,61,0,1,0.145,59.0,59.0,0.5,0
72,15,0,1,0.0325,13.0,13.0,0.0,0
73,31,0,1,0.0725,29.0,29.0,0.0,0
74,62,1,0,0.1375,62.0,62.0,1.0,1
75,34,0,1,0.08,32.0,32.0,0.0,0
76,55,0,1,0.1325,53.0,53.0,0.0,0
77,31,0,1,0.0725,29.0,29.0,0.25,0
78,67,0,1,0.16,65.0,65.0,0.5,0
79,23,0,1,0.0525,21.0,21.0,0.0,0
80,62,0,1,0.1475,60.0,60.0,0.5,0
81,63,0,1,0.1525,61.0,61.0,0.5,0
82,65,0,1,0.1525,63.0,63.0,0.75,0
83,24,0,1,0.055,22.0,22.0,0.25,0
84,20,0,1,0.045,18.0,18.0,0.0,0
85,61,0,1,0.14,59.0,59.0,0.75,0
86,56,0,1,0.1325,54.0,54.0,0.25,0
87,38,0,1,0.09,36.0,36.0,0.0,0
88,18,0,1,0.04,16.0,16.0,0.0,0
89,74,1,0,0.175,74.0,74.0,1.0,1
90,63,0,1,0.1525,61.0,61.0,0.5,0
91,25,0,1,0.0575,23.0,23.0,0.0,0
92,38,0,1,0.09,36.0,36.0,0.25,0
93,72,1,0,0.18,72.0,72.0,1.0,1
94,54,0,1,0.13,52.0,52.0,0.0,0
95,86,1,0,0.21,86.0,86.0,1.0,1
96,63,1,0,0.155,63.0,63.0,1.0,1
97,20,0,1,0.045,18.0,18.0,0.0,0
98,54,1,0,0.125,54.0,54.0,1.0,1
99,82,1,0,0.2,82.0,82.0,1.0,1
100,44,0,1,0.105,42.0,42.0,0.0,0
101,48,0,1,0.115,46.0,46.0,0.25,0
102,57,1,0,0.1425,57.0,57.0,1.0,1
103,20,0,1,0.045,18.0,18.0,0.0,0
104,18,0,1,0.04,16.0,16.0,0.0,0
105,6,0,1,0.01,4.0,4.0,0.0,0
106,19,0,1,0.0425,17.0,17.0,0.0,0
107,60,1,0,0.125,60.0,60.0,1.0,1
108,11,0,1,0.0225,9.0,9.0,0.0,0
109,45,0,1,0.0875,43.0,43.0,0.5,0
110,29,0,1,0.0675,27.0,27.0,0.25,0
111,68,0,1,0.165,66.0,66.0,0.5,0
112,33,0,1,0.0775,31.0,31.0,0.0,0
113,28,0,1,0.065,26.0,26.0,0.0,0
114,47,0,1,0.1125,45.0,45.0,0.25,0
115,15,0,1,0.0325,13.0,13.0,0.0,0
116,17,0,1,0.0375,15.0,15.0,0.25,0
117,17,0,1,0.0375,15.0,15.0,0.0,0
118,29,0,1,0.0675,27.0,27.0,0.25,0
119,68,1,0,0.1675,68.0,68.0,1.0,1
120,51,0,1,0.1225,49.0,49.0,0.25,0
121,42,0,1,0.1,40.0,40.0,0.75,0
