lidbetter
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,22,0,1,0.05,20.0,20.0,0.2,0
2,30,0,1,0.07,28.0,28.0,0.2,0
3,10,0,1,0.02,8.0,8.0,0.0,0
4,54,0,1,0.13,52.0,52.0,0.2,0
5,30,0,1,0.07,28.0,28.0,0.0,0
6,6,0,1,0.01,4.0,4.0,0.0,0
7,70,1,0,0.17,70.0,70.0,1.0,1
8,51,1,0,0.11,51.0,51.0,1.0,1
9,42,0,1,0.1,40.0,40.0,0.4,0
10,39,0,1,0.0925,37.0,37.0,0.2,0
11,18,0,1,0.04,16.0,16.0,0.0,0
12,39,0,1,0.0825,37.0,37.0,0.6,0
13,54,0,1,0.13,52.0,52.0,0.4,0
14,22,0,1,0.05,20.0,20.0,0.0,0
15,53,0,1,0.12,51.0,51.0,0.6,0
16,17,0,1,0.0375,15.0,15.0,0.0,0
17,19,0,1,0.0425,17.0,17.0,0.0,0
18,25,0,1,0.0575,23.0,23.0,0.0,0
19,15,0,1,0.0325,13.0,13.0,0.0,0
20,27,0,1,0.0625,25.0,25.0,0.2,0
21,68,0,1,0.1625,66.0,66.0,0.6,0
22,52,0,1,0.115,50.0,50.0,0.4,0
23,15,0,1,0.0325,13.0,13.0,0.0,0
24,56,0,1,0.135,54.0,54.0,0.8,0
25,4,0,1,0.005,2.0,2.0,0.0,0
26,31,0,1,0.0725,29.0,29.0,0.0,0
27,48,0,1,0.115,46.0,46.0,0.2,0
28,56,0,1,0.135,54.0,54.0,0.6,0
29,34,0,1,0.08,32.0,32.0,0.2,0
30,24,0,1,0.055,22.0,22.0,0.0,0
31,110,1,0,0.2675,110.0,110.0,1.0,1
32,103,1,0,0.2275,103.0,103.0,1.0,1
33,83,1,0,0.2,83.0,83.0,1.0,1
34,91,1,0,0.2025,91.0,91.0,1.0,1
35,11,0,1,0.0225,9.0,9.0,0.0,0
36,25,0,1,0.0575,23.0,23.0,0.4,0
37,42,0,1,0.1,40.0,40.0,0.2,0
38,39,0,1,0.0925,37.0,37.0,0.2,0
39,43,0,1,0.1025,41.0,41.0,0.2,0
40,36,0,1,0.0825,34.0,34.0,0.4,0
41,34,0,1,0.08,32.0,32.0,0.0,0
42,78,0,1,0.1875,76.0,76.0,0.8,0
43,40,0,1,0.0925,38.0,38.0,0.4,0
44,28,0,1,0.065,26.0,26.0,0.4,0
45,93,1,0,0.23,93.0,93.0,1.0,1
46,24,0,1,0.055,22.0,22.0,0.4,0
47,60,1,0,0.1175,60.0,60.0,1.0,1
48,24,0,1,0.05,22.0,22.0,0.4,0
49,19,0,1,0.0425,17.0,17.0,0.0,0
50,76,0,1,0.1825,74.0,74.0,0.4,0
51,85,0,1,0.175,83.0,83.0,0.6,0
52,95,1,0,0.235,95.0,95.0,1.0,1
53,67,1,0,0.15,67.0,67.0,1.0,1
54,75,1,0,0.185,75.0,75.0,1.0,1
55,4,0,1,0.005,2.0,2.0,0.0,0
56,26,0,1,0.06,24.0,24.0,0.0,0
57,69,1,0,0.165,69.0,69.0,1.0,1
58,31,0,1,0.0725,29.0,29.0,0.4,0
59,88,1,0,0.2175,88.0,88.0,1.0,1
60,73,0,1,0.17,71.0,71.0,0.8,0
61,29,0,1,0.0675,27.0,27.0,0.2,0
62,41,0,1,0.085,39.0,39.0,0.8,0
63,72,1,0,0.175,72.0,72.0,1.0,1
64,63,0,1,0.15,61.0,61.0,0.6,0
65,19,0,1,0.0425,17.0,17.0,0.0,0
66,53,0,1,0.1275,51.0,51.0,0.6,0
67,50,0,1,0.12,48.0,48.0,0.2,0
68,80,1,0,0.16,80.0,80.0,1.0,1
69,31,0,1,0.0725,29.0,29.0,0.0,0
70,75,0,1,0.18,73.0,73.0,0.6,0
71,20,0,1,0.045,18.0,18.0,0.0,0
