traverse_ordered_qa
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,90,1,0,0.1825,90.0,90.0,1.0,1
2,16,0,1,0.035,14.0,14.0,0.0,0
3,21,1,0,0.0525,21.0,21.0,1.0,1
4,40,0,1,0.095,38.0,38.0,0.5,0
5,20,0,1,0.045,18.0,18.0,0.0,0
6,38,0,1,0.09,36.0,36.0,0.0,0
7,15,0,1,0.0325,13.0,13.0,0.0,0
8,32,0,1,0.075,30.0,30.0,0.0,0
9,41,1,0,0.1025,41.0,41.0,1.0,1
10,27,1,0,0.0675,27.0,27.0,1.0,1
11,5,0,1,0.0075,3.0,3.0,0.0,0
12,23,0,1,0.0525,21.0,21.0,0.5,0
13,13,0,1,0.0275,11.0,11.0,0.0,0
14,30,0,1,0.07,28.0,28.0,0.0,0
15,59,1,0,0.1475,59.0,59.0,1.0,1
16,25,0,1,0.0575,23.0,23.0,0.5,0
17,40,0,1,0.095,38.0,38.0,0.5,0
18,44,0,1,0.105,42.0,42.0,0.5,0
19,42,0,1,0.1,40.0,40.0,0.0,0
20,53,1,0,0.1325,53.0,53.0,1.0,1
21,45,0,1,0.1075,43.0,43.0,0.0,0
22,42,0,1,0.1,40.0,40.0,0.5,0
23,123,0,1,0.1925,121.0,121.0,0.5,0
24,29,0,1,0.0625,27.0,27.0,0.5,0
25,12,0,1,0.025,10.0,10.0,0.0,0
26,19,0,1,0.0425,17.0,17.0,0.0,0
27,24,1,0,0.06,24.0,24.0,1.0,1
28,17,0,1,0.0375,15.0,15.0,0.0,0
29,23,0,1,0.0525,21.0,21.0,0.0,0
30,45,1,0,0.1125,45.0,45.0,1.0,1
31,33,0,1,0.0775,31.0,31.0,0.0,0
32,48,1,0,0.1175,48.0,48.0,1.0,1
33,22,0,1,0.05,20.0,20.0,0.0,0
34,27,0,1,0.0625,25.0,25.0,0.0,0
35,31,1,0,0.0775,31.0,31.0,1.0,1
36,26,1,0,0.065,26.0,26.0,1.0,1
37,3,0,1,0.0025,1.0,1.0,0.0,0
38,20,0,1,0.045,18.0,18.0,0.0,0
39,21,0,1,0.0475,19.0,19.0,0.0,0
40,21,0,1,0.0475,19.0,19.0,0.0,0
41,34,0,1,0.08,32.0,32.0,0.0,0
42,26,0,1,0.06,24.0,24.0,0.0,0
43,52,0,1,0.125,50.0,50.0,0.5,0
44,6,0,1,0.01,4.0,4.0,0.0,0
45,23,0,1,0.0525,21.0,21.0,0.0,0
46,39,0,1,0.0925,37.0,37.0,0.5,0
47,46,0,1,0.11,44.0,44.0,0.5,0
48,39,0,1,0.0925,37.0,37.0,0.0,0
49,17,0,1,0.0375,15.0,15.0,0.0,0
50,24,1,0,0.06,24.0,24.0,1.0,1
51,44,0,1,0.105,42.0,42.0,0.5,0
52,24,1,0,0.06,24.0,24.0,1.0,1
53,19,0,1,0.0425,17.0,17.0,0.0,0
54,10,0,1,0.02,8.0,8.0,0.0,0
55,77,0,1,0.1425,75.0,75.0,0.5,0
56,51,1,0,0.0975,51.0,51.0,1.0,1
57,41,0,1,0.0975,39.0,39.0,0.5,0
58,31,0,1,0.0725,29.0,29.0,0.0,0
59,26,0,1,0.06,24.0,24.0,0.0,0
60,38,0,1,0.0825,36.0,36.0,0.0,0
61,26,0,1,0.06,24.0,24.0,0.0,0
62,24,0,1,0.055,22.0,22.0,0.0,0
63,15,0,1,0.0325,13.0,13.0,0.0,0
64,47,0,1,0.1125,45.0,45.0,0.5,0
65,38,0,1,0.09,36.0,36.0,0.0,0
66,39,0,1,0.0925,37.0,37.0,0.0,0
67,79,1,0,0.165,79.0,79.0,1.0,1
68,21,0,1,0.0475,19.0,19.0,0.5,0
69,9,0,1,0.0175,7.0,7.0,0.0,0
70,31,0,1,0.0725,29.0,29.0,0.0,0
71,13,0,1,0.0275,11.0,11.0,0.0,0
72,14,1,0,0.035,14.0,14.0,1.0,1
73,48,0,1,0.1075,46.0,46.0,0.5,0
74,53,0,1,0.1275,51.0,51.0,0.5,0
75,33,1,0,0.0825,33.0,33.0,1.0,1
76,35,1,0,0.0875,35.0,35.0,1.0,1
77,12,0,1,0.025,10.0,10.0,0.0,0
78,62,0,1,0.145,60.0,60.0,0.5,0
79,4,0,1,0.005,2.0,2.0,0.0,0
80,26,0,1,0.06,24.0,24.0,0.0,0
81,17,0,1,0.0375,15.0,15.0,0.0,0
82,22,1,0,0.055,22.0,22.0,1.0,1
83,13,0,1,0.0275,11.0,11.0,0.0,0
84,11,0,1,0.0225,9.0,9.0,0.5,0
85,23,0,1,0.0525,21.0,21.0,0.0,0
86,16,1,0,0.04,16.0,16.0,1.0,1
87,38,0,1,0.09,36.0,36.0,0.0,0
88,40,1,0,0.0975,40.0,40.0,1.0,1
89,130,1,0,0.2325,130.0,130.0,1.0,1
90,23,0,1,0.0525,21.0,21.0,0.0,0
91,47,1,0,0.1175,47.0,47.0,1.0,1
92,21,0,1,0.0475,19.0,19.0,0.0,0
93,10,0,1,0.02,8.0,8.0,0.0,0
94,35,0,1,0.0825,33.0,33.0,0.5,0
95,18,0,1,0.04,16.0,16.0,0.0,0
96,13,0,1,0.0275,11.0,11.0,0.0,0
97,72,1,0,0.18,72.0,72.0,1.0,1
98,30,0,1,0.07,28.0,28.0,0.0,0
99,36,0,1,0.085,34.0,34.0,0.5,0
100,28,0,1,0.065,26.0,26.0,0.0,0
101,11,0,1,0.0225,9.0,9.0,0.0,0
102,59,0,1,0.1425,57.0,57.0,0.5,0
103,71,0,1,0.15,69.0,69.0,0.5,0
104,21,0,1,0.0475,19.0,19.0,0.0,0
105,86,0,1,0.1925,84.0,84.0,0.5,0
106,37,1,0,0.09,37.0,37.0,1.0,1
107,27,0,1,0.0625,25.0,25.0,0.0,0
108,32,1,0,0.08,32.0,32.0,1.0,1
109,14,0,1,0.03,12.0,12.0,0.0,0
110,21,0,1,0.0475,19.0,19.0,0.0,0
111,23,0,1,0.0525,21.0,21.0,0.0,0
112,100,1,0,0.195,100.0,100.0,1.0,1
113,27,0,1,0.0625,25.0,25.0,0.0,0
114,29,0,1,0.0675,27.0,27.0,0.5,0
115,15,0,1,0.0325,13.0,13.0,0.0,0
116,81,0,1,0.1675,79.0,79.0,0.5,0
117,34,0,1,0.08,32.0,32.0,0.0,0
118,36,1,0,0.09,36.0,36.0,1.0,1
119,15,0,1,0.0325,13.0,13.0,0.0,0
120,78,0,1,0.19,76.0,76.0,0.0,0
121,22,1,0,0.055,22.0,22.0,1.0,1
122,30,0,1,0.07,28.0,28.0,0.0,0
