lidbetter
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,13,0,1,0.0275,11.0,11.0,0.0,0
2,26,0,1,0.06,24.0,24.0,0.0,0
3,39,0,1,0.0925,37.0,37.0,0.0,0
4,27,1,0,0.0675,27.0,27.0,1.0,1
5,29,1,0,0.0725,29.0,29.0,1.0,1
6,30,0,1,0.07,28.0,28.0,0.0,0
7,69,1,0,0.16,69.0,69.0,1.0,1
8,48,1,0,0.1175,48.0,48.0,1.0,1
9,37,0,1,0.0875,35.0,35.0,0.0,0
10,26,1,0,0.065,26.0,26.0,1.0,1
11,31,0,1,0.0725,29.0,29.0,0.0,0
12,18,1,0,0.045,18.0,18.0,1.0,1
13,62,0,1,0.1325,60.0,60.0,0.0,0
14,24,1,0,0.06,24.0,24.0,1.0,1
15,17,0,1,0.0375,15.0,15.0,0.0,0
16,19,1,0,0.0475,19.0,19.0,1.0,1
17,46,1,0,0.115,46.0,46.0,1.0,1
18,70,1,0,0.14,70.0,70.0,1.0,1
19,14,1,0,0.035,14.0,14.0,1.0,1
20,66,0,1,0.1575,64.0,64.0,0.0,0
21,32,0,1,0.075,30.0,30.0,0.0,0
22,48,0,1,0.115,46.0,46.0,0.0,0
23,16,0,1,0.035,14.0,14.0,0.0,0
24,10,0,1,0.02,8.0,8.0,0.0,0
25,10,0,1,0.02,8.0,8.0,0.0,0
26,25,0,1,0.0575,23.0,23.0,0.0,0
27,10,0,1,0.02,8.0,8.0,0.0,0
28,2,1,0,0.005,2.0,2.0,1.0,1
29,39,0,1,0.0925,37.0,37.0,0.0,0
30,23,0,1,0.0525,21.0,21.0,0.0,0
31,41,1,0,0.1025,41.0,41.0,1.0,1
32,25,0,1,0.0575,23.0,23.0,0.0,0
33,9,1,0,0.0225,9.0,9.0,1.0,1
34,30,0,1,0.07,28.0,28.0,0.0,0
35,11,0,1,0.0225,9.0,9.0,0.0,0
36,56,0,1,0.135,54.0,54.0,0.0,0
37,24,0,1,0.055,22.0,22.0,0.0,0
38,19,0,1,0.0425,17.0,17.0,0.0,0
39,46,0,1,0.1,44.0,44.0,0.0,0
40,72,0,1,0.1725,70.0,70.0,0.0,0
41,30,1,0,0.0725,30.0,30.0,1.0,1
42,21,0,1,0.0475,19.0,19.0,0.0,0
43,15,0,1,0.0325,13.0,13.0,0.0,0
44,49,1,0,0.12,49.0,49.0,1.0,1
45,33,0,1,0.0775,31.0,31.0,0.0,0
46,17,1,0,0.0425,17.0,17.0,1.0,1
47,26,0,1,0.06,24.0,24.0,0.0,0
48,54,1,0,0.1325,54.0,54.0,1.0,1
49,36,0,1,0.085,34.0,34.0,0.0,0
50,74,1,0,0.185,74.0,74.0,1.0,1
51,45,0,1,0.1075,43.0,43.0,0.0,0
52,30,1,0,0.075,30.0,30.0,1.0,1
53,34,1,0,0.085,34.0,34.0,1.0,1
54,42,1,0,0.1025,42.0,42.0,1.0,1
55,81,0,1,0.1925,79.0,79.0,0.0,0
56,43,1,0,0.1075,43.0,43.0,1.0,1
57,47,1,0,0.1175,47.0,47.0,1.0,1
58,39,0,1,0.0925,37.0,37.0,0.0,0
59,25,0,1,0.0575,23.0,23.0,0.0,0
60,18,1,0,0.045,18.0,18.0,1.0,1
61,20,0,1,0.045,18.0,18.0,0.0,0
62,4,0,1,0.005,2.0,2.0,0.0,0
63,14,0,1,0.03,12.0,12.0,0.0,0
64,13,1,0,0.0325,13.0,13.0,1.0,1
65,47,1,0,0.11,47.0,47.0,1.0,1
66,60,1,0,0.15,60.0,60.0,1.0,1
67,26,0,1,0.06,24.0,24.0,0.0,0
68,15,0,1,0.0325,13.0,13.0,0.0,0
69,25,1,0,0.0625,25.0,25.0,1.0,1
70,24,0,1,0.055,22.0,22.0,0.0,0
71,31,1,0,0.0775,31.0,31.0,1.0,1
72,110,1,0,0.2575,110.0,110.0,1.0,1
73,45,1,0,0.1125,45.0,45.0,1.0,1
74,37,0,1,0.0875,35.0,35.0,0.0,0
75,6,1,0,0.015,6.0,6.0,1.0,1
76,14,0,1,0.03,12.0,12.0,0.0,0
77,42,0,1,0.1,40.0,40.0,0.0,0
78,46,1,0,0.115,46.0,46.0,1.0,1
79,55,1,0,0.135,55.0,55.0,1.0,1
80,29,1,0,0.0725,29.0,29.0,1.0,1
81,19,0,1,0.0425,17.0,17.0,0.0,0
82,26,1,0,0.065,26.0,26.0,1.0,1
83,28,0,1,0.065,26.0,26.0,0.0,0
84,29,1,0,0.0725,29.0,29.0,1.0,1
85,25,0,1,0.0575,23.0,23.0,0.0,0
86,17,0,1,0.0375,15.0,15.0,0.0,0
87,19,0,1,0.0425,17.0,17.0,0.0,0
88,23,1,0,0.0575,23.0,23.0,1.0,1
89,46,1,0,0.115,46.0,46.0,1.0,1
90,74,1,0,0.1825,74.0,74.0,1.0,1
91,29,0,1,0.0675,27.0,27.0,0.0,0
92,37,0,1,0.0875,35.0,35.0,0.0,0
93,29,0,1,0.0675,27.0,27.0,0.0,0
94,17,0,1,0.0375,15.0,15.0,0.0,0
95,12,0,1,0.025,10.0,10.0,0.0,0
96,36,1,0,0.09,36.0,36.0,1.0,1
97,25,0,1,0.0575,23.0,23.0,0.0,0
98,13,1,0,0.0325,13.0,13.0,1.0,1
99,49,0,1,0.1175,47.0,47.0,0.0,0
100,33,1,0,0.0825,33.0,33.0,1.0,1
101,22,0,1,0.05,20.0,20.0,0.0,0
102,15,0,1,0.0325,13.0,13.0,0.0,0
103,36,1,0,0.09,36.0,36.0,1.0,1
104,4,1,0,0.01,4.0,4.0,1.0,1
105,9,0,1,0.0175,7.0,7.0,0.0,0
106,32,0,1,0.075,30.0,30.0,0.0,0
107,34,0,1,0.08,32.0,32.0,0.0,0
108,49,1,0,0.12,49.0,49.0,1.0,1
109,42,0,1,0.1,40.0,40.0,0.0,0
110,17,0,1,0.0375,15.0,15.0,0.0,0
111,39,1,0,0.0975,39.0,39.0,1.0,1
112,41,1,0,0.1025,41.0,41.0,1.0,1
113,6,0,1,0.01,4.0,4.0,0.0,0
114,46,0,1,0.11,44.0,44.0,0.0,0
115,67,0,1,0.1375,65.0,65.0,0.0,0
116,34,0,1,0.08,32.0,32.0,0.0,0
117,13,0,1,0.0275,11.0,11.0,0.0,0
118,17,0,1,0.0375,15.0,15.0,0.0,0
119,34,1,0,0.085,34.0,34.0,1.0,1
120,37,1,0,0.09,37.0,37.0,1.0,1
121,35,0,1,0.0825,33.0,33.0,0.0,0
122,11,0,1,0.0225,9.0,9.0,0.0,0
123,54,1,0,0.1225,54.0,54.0,1.0,1
124,36,0,1,0.085,34.0,34.0,0.0,0
125,42,0,1,0.1,40.0,40.0,0.0,0
126,51,1,0,0.1275,51.0,51.0,1.0,1
127,70,1,0,0.1675,70.0,70.0,1.0,1
128,33,1,0,0.0825,33.0,33.0,1.0,1
129,16,0,1,0.035,14.0,14.0,0.0,0
130,19,0,1,0.0425,17.0,17.0,0.0,0
131,50,1,0,0.1225,50.0,50.0,1.0,1
132,26,0,1,0.06,24.0,24.0,0.0,0
133,34,0,1,0.08,32.0,32.0,0.0,0
134,15,0,1,0.0325,13.0,13.0,0.0,0
135,27,1,0,0.0675,27.0,27.0,1.0,1
136,70,0,1,0.1675,68.0,68.0,0.0,0
137,9,0,1,0.0175,7.0,7.0,0.0,0
138,26,0,1,0.06,24.0,24.0,0.0,0
139,29,0,1,0.0675,27.0,27.0,0.0,0
140,30,0,1,0.07,28.0,28.0,0.0,0
141,41,1,0,0.1025,41.0,41.0,1.0,1
142,33,0,1,0.0775,31.0,31.0,0.0,0
143,24,0,1,0.055,22.0,22.0,0.0,0
144,12,0,1,0.025,10.0,10.0,0.0,0
145,45,1,0,0.1125,45.0,45.0,1.0,1
146,46,0,1,0.11,44.0,44.0,0.0,0
147,13,0,1,0.0275,11.0,11.0,0.0,0
148,47,0,1,0.1125,45.0,45.0,0.0,0
149,24,0,1,0.055,22.0,22.0,0.0,0
150,9,0,1,0.0175,7.0,7.0,0.0,0
151,59,1,0,0.1375,59.0,59.0,1.0,1
152,32,0,1,0.075,30.0,30.0,0.0,0
153,29,0,1,0.0675,27.0,27.0,0.0,0
154,18,1,0,0.045,18.0,18.0,1.0,1
155,24,0,1,0.055,22.0,22.0,0.0,0
156,44,0,1,0.105,42.0,42.0,0.0,0
157,48,0,1,0.1125,46.0,46.0,0.0,0
158,12,0,1,0.025,10.0,10.0,0.0,0
159,21,0,1,0.0475,19.0,19.0,0.0,0
160,18,0,1,0.04,16.0,16.0,0.0,0
161,25,0,1,0.0575,23.0,23.0,0.0,0
162,27,0,1,0.0625,25.0,25.0,0.0,0
163,25,0,1,0.0575,23.0,23.0,0.0,0
164,11,1,0,0.0275,11.0,11.0,1.0,1
165,34,1,0,0.085,34.0,34.0,1.0,1
166,35,0,1,0.0825,33.0,33.0,0.0,0
167,13,0,1,0.0275,11.0,11.0,0.0,0
168,32,1,0,0.08,32.0,32.0,1.0,1
169,20,0,1,0.045,18.0,18.0,0.0,0
170,32,1,0,0.08,32.0,32.0,1.0,1
171,72,0,1,0.1725,70.0,70.0,0.0,0
172,43,1,0,0.1075,43.0,43.0,1.0,1
173,24,0,1,0.055,22.0,22.0,0.0,0
174,26,0,1,0.06,24.0,24.0,0.0,0
175,22,1,0,0.055,22.0,22.0,1.0,1
176,15,0,1,0.0325,13.0,13.0,0.0,0
177,23,0,1,0.0525,21.0,21.0,0.0,0
178,9,0,1,0.0175,7.0,7.0,0.0,0
179,22,0,1,0.05,20.0,20.0,0.0,0
180,3,0,1,0.0025,1.0,1.0,0.0,0
181,18,0,1,0.04,16.0,16.0,0.0,0
182,47,0,1,0.1125,45.0,45.0,0.0,0
183,37,1,0,0.0925,37.0,37.0,1.0,1
184,5,0,1,0.0075,3.0,3.0,0.0,0
185,48,0,1,0.115,46.0,46.0,0.0,0
186,26,1,0,0.065,26.0,26.0,1.0,1
187,40,1,0,0.1,40.0,40.0,1.0,1
188,2,1,0,0.005,2.0,2.0,1.0,1
189,10,0,1,0.02,8.0,8.0,0.0,0
190,53,1,0,0.1325,53.0,53.0,1.0,1
191,20,0,1,0.045,18.0,18.0,0.0,0
192,26,0,1,0.06,24.0,24.0,0.0,0
193,48,0,1,0.115,46.0,46.0,0.0,0
194,22,1,0,0.055,22.0,22.0,1.0,1
195,20,0,1,0.045,18.0,18.0,0.0,0
196,8,0,1,0.015,6.0,6.0,0.0,0
197,32,0,1,0.075,30.0,30.0,0.0,0
198,14,0,1,0.03,12.0,12.0,0.0,0
199,31,0,1,0.0725,29.0,29.0,0.0,0
200,30,0,1,0.07,28.0,28.0,0.0,0
201,21,0,1,0.0475,19.0,19.0,0.0,0
202,23,0,1,0.0525,21.0,21.0,0.0,0
203,67,0,1,0.1625,65.0,65.0,0.0,0
204,20,0,1,0.045,18.0,18.0,0.0,0
205,33,1,0,0.0825,33.0,33.0,1.0,1
206,34,1,0,0.085,34.0,34.0,1.0,1
207,19,1,0,0.0475,19.0,19.0,1.0,1
208,53,1,0,0.1325,53.0,53.0,1.0,1
209,43,1,0,0.1075,43.0,43.0,1.0,1
210,27,0,1,0.0625,25.0,25.0,0.0,0
211,19,0,1,0.0425,17.0,17.0,0.0,0
212,19,0,1,0.0425,17.0,17.0,0.0,0
213,34,1,0,0.085,34.0,34.0,1.0,1
214,52,1,0,0.13,52.0,52.0,1.0,1
215,23,0,1,0.0525,21.0,21.0,0.0,0
216,52,1,0,0.13,52.0,52.0,1.0,1
217,12,1,0,0.03,12.0,12.0,1.0,1
218,24,1,0,0.06,24.0,24.0,1.0,1
219,43,0,1,0.1025,41.0,41.0,0.0,0
220,15,0,1,0.0325,13.0,13.0,0.0,0
221,25,1,0,0.0625,25.0,25.0,1.0,1
222,40,1,0,0.1,40.0,40.0,1.0,1
223,45,1,0,0.1125,45.0,45.0,1.0,1
224,7,0,1,0.0125,5.0,5.0,0.0,0
225,25,1,0,0.0625,25.0,25.0,1.0,1
226,37,1,0,0.0925,37.0,37.0,1.0,1
227,21,0,1,0.0475,19.0,19.0,0.0,0
228,31,0,1,0.0725,29.0,29.0,0.0,0
229,17,0,1,0.0375,15.0,15.0,0.0,0
230,15,0,1,0.0325,13.0,13.0,0.0,0
231,15,1,0,0.0375,15.0,15.0,1.0,1
232,7,0,1,0.0125,5.0,5.0,0.0,0
233,28,1,0,0.07,28.0,28.0,1.0,1
234,9,0,1,0.0175,7.0,7.0,0.0,0
235,38,1,0,0.095,38.0,38.0,1.0,1
236,64,1,0,0.1575,64.0,64.0,1.0,1
237,25,0,1,0.0575,23.0,23.0,0.0,0
238,8,1,0,0.02,8.0,8.0,1.0,1
239,54,1,0,0.135,54.0,54.0,1.0,1
240,37,0,1,0.0875,35.0,35.0,0.0,0
241,40,0,1,0.095,38.0,38.0,0.0,0
242,15,0,1,0.0325,13.0,13.0,0.0,0
243,5,0,1,0.0075,3.0,3.0,0.0,0
244,32,0,1,0.075,30.0,30.0,0.0,0
245,36,0,1,0.085,34.0,34.0,0.0,0
246,17,0,1,0.0375,15.0,15.0,0.0,0
247,26,0,1,0.06,24.0,24.0,0.0,0
248,23,0,1,0.0525,21.0,21.0,0.0,0
249,26,0,1,0.06,24.0,24.0,0.0,0
250,20,0,1,0.045,18.0,18.0,0.0,0
251,9,1,0,0.0225,9.0,9.0,1.0,1
252,5,0,1,0.0075,3.0,3.0,0.0,0
253,39,0,1,0.0925,37.0,37.0,0.0,0
254,17,0,1,0.0375,15.0,15.0,0.0,0
255,9,0,1,0.0175,7.0,7.0,0.0,0
256,16,0,1,0.035,14.0,14.0,0.0,0
257,15,0,1,0.0325,13.0,13.0,0.0,0
258,53,0,1,0.1275,51.0,51.0,0.0,0
259,27,0,1,0.0625,25.0,25.0,0.0,0
260,14,1,0,0.035,14.0,14.0,1.0,1
261,17,1,0,0.0425,17.0,17.0,1.0,1
262,98,1,0,0.21,98.0,98.0,1.0,1
263,27,0,1,0.0625,25.0,25.0,0.0,0
264,19,0,1,0.0425,17.0,17.0,0.0,0
265,22,1,0,0.055,22.0,22.0,1.0,1
266,20,0,1,0.045,18.0,18.0,0.0,0
267,56,1,0,0.14,56.0,56.0,1.0,1
268,45,1,0,0.0975,45.0,45.0,1.0,1
269,29,1,0,0.0725,29.0,29.0,1.0,1
270,12,0,1,0.025,10.0,10.0,0.0,0
271,54,0,1,0.13,52.0,52.0,0.0,0
272,41,1,0,0.1025,41.0,41.0,1.0,1
273,19,0,1,0.0425,17.0,17.0,0.0,0
274,26,0,1,0.06,24.0,24.0,0.0,0
275,29,1,0,0.0725,29.0,29.0,1.0,1
276,54,1,0,0.1325,54.0,54.0,1.0,1
277,36,0,1,0.085,34.0,34.0,0.0,0
278,2,1,0,0.005,2.0,2.0,1.0,1
279,23,1,0,0.0575,23.0,23.0,1.0,1
280,69,1,0,0.1725,69.0,69.0,1.0,1
281,16,0,1,0.035,14.0,14.0,0.0,0
282,20,0,1,0.045,18.0,18.0,0.0,0
283,45,1,0,0.1125,45.0,45.0,1.0,1
284,37,1,0,0.0925,37.0,37.0,1.0,1
285,39,1,0,0.0975,39.0,39.0,1.0,1
286,13,1,0,0.0325,13.0,13.0,1.0,1
287,15,1,0,0.0375,15.0,15.0,1.0,1
288,76,1,0,0.1875,76.0,76.0,1.0,1
289,7,0,1,0.0125,5.0,5.0,0.0,0
290,13,1,0,0.0325,13.0,13.0,1.0,1
291,13,1,0,0.0325,13.0,13.0,1.0,1
292,36,0,1,0.085,34.0,34.0,0.0,0
293,44,0,1,0.1,42.0,42.0,0.0,0
294,32,0,1,0.075,30.0,30.0,0.0,0
295,11,0,1,0.0225,9.0,9.0,0.0,0
296,13,1,0,0.0325,13.0,13.0,1.0,1
297,32,1,0,0.08,32.0,32.0,1.0,1
298,76,1,0,0.185,76.0,76.0,1.0,1
299,1,1,0,0.0025,1.0,1.0,1.0,1
300,13,0,1,0.0275,11.0,11.0,0.0,0
301,36,0,1,0.085,34.0,34.0,0.0,0
302,17,0,1,0.0375,15.0,15.0,0.0,0
303,24,0,1,0.055,22.0,22.0,0.0,0
304,71,1,0,0.1725,71.0,71.0,1.0,1
305,34,0,1,0.08,32.0,32.0,0.0,0
306,40,0,1,0.095,38.0,38.0,0.0,0
307,6,0,1,0.01,4.0,4.0,0.0,0
308,25,0,1,0.0575,23.0,23.0,0.0,0
309,5,0,1,0.0075,3.0,3.0,0.0,0
310,83,1,0,0.205,83.0,83.0,1.0,1
311,73,1,0,0.1825,73.0,73.0,1.0,1
312,10,0,1,0.02,8.0,8.0,0.0,0
313,11,0,1,0.0225,9.0,9.0,0.0,0
314,6,0,1,0.01,4.0,4.0,0.0,0
315,19,0,1,0.0425,17.0,17.0,0.0,0
316,79,1,0,0.1925,79.0,79.0,1.0,1
317,39,1,0,0.0975,39.0,39.0,1.0,1
318,71,1,0,0.175,71.0,71.0,1.0,1
319,42,0,1,0.0825,40.0,40.0,0.0,0
