lidbetter
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,55,1,0,0.1375,55.0,55.0,1.0,1
2,19,0,1,0.0425,17.0,17.0,0.0,0
3,16,0,1,0.035,14.0,14.0,0.0,0
4,40,1,0,0.1,40.0,40.0,1.0,1
5,5,0,1,0.0075,3.0,3.0,0.0,0
6,17,0,1,0.0375,15.0,15.0,0.0,0
7,57,0,1,0.1375,55.0,55.0,0.3333333333333333,0
8,24,0,1,0.055,22.0,22.0,0.3333333333333333,0
9,28,0,1,0.065,26.0,26.0,0.0,0
10,28,0,1,0.065,26.0,26.0,0.0,0
11,37,0,1,0.0875,35.0,35.0,0.0,0
12,57,0,1,0.1375,55.0,55.0,0.3333333333333333,0
13,8,0,1,0.015,6.0,6.0,0.0,0
14,25,0,1,0.0575,23.0,23.0,0.0,0
15,44,0,1,0.105,42.0,42.0,0.0,0
16,8,0,1,0.015,6.0,6.0,0.0,0
17,21,0,1,0.0475,19.0,19.0,0.0,0
18,27,0,1,0.0625,25.0,25.0,0.0,0
19,58,0,1,0.14,56.0,56.0,0.6666666666666666,0
20,45,0,1,0.1075,43.0,43.0,0.3333333333333333,0
21,53,0,1,0.125,51.0,51.0,0.3333333333333333,0
22,47,0,1,0.1125,45.0,45.0,0.3333333333333333,0
23,15,0,1,0.0325,13.0,13.0,0.0,0
24,52,0,1,0.125,50.0,50.0,0.3333333333333333,0
25,34,0,1,0.08,32.0,32.0,0.0,0
26,31,0,1,0.0725,29.0,29.0,0.6666666666666666,0
27,29,0,1,0.0675,27.0,27.0,0.0,0
28,54,1,0,0.135,54.0,54.0,1.0,1
29,22,0,1,0.05,20.0,20.0,0.0,0
30,57,1,0,0.14,57.0,57.0,1.0,1
31,33,0,1,0.0775,31.0,31.0,0.6666666666666666,0
32,28,0,1,0.065,26.0,26.0,0.3333333333333333,0
33,37,0,1,0.0875,35.0,35.0,0.3333333333333333,0
34,12,0,1,0.025,10.0,10.0,0.0,0
35,25,0,1,0.0575,23.0,23.0,0.0,0
36,21,0,1,0.0475,19.0,19.0,0.0,0
37,29,0,1,0.0675,27.0,27.0,0.0,0
38,10,0,1,0.02,8.0,8.0,0.0,0
39,34,0,1,0.065,32.0,32.0,0.6666666666666666,0
40,19,0,1,0.0425,17.0,17.0,0.0,0
41,11,0,1,0.0225,9.0,9.0,0.0,0
42,45,1,0,0.1025,45.0,45.0,1.0,1
43,52,1,0,0.13,52.0,52.0,1.0,1
44,52,0,1,0.125,50.0,50.0,0.3333333333333333,0
45,19,0,1,0.0425,17.0,17.0,0.3333333333333333,0
46,35,0,1,0.0825,33.0,33.0,0.0,0
47,25,0,1,0.0575,23.0,23.0,0.0,0
48,17,0,1,0.0375,15.0,15.0,0.0,0
49,50,0,1,0.12,48.0,48.0,0.3333333333333333,0
50,28,0,1,0.065,26.0,26.0,0.0,0
51,59,1,0,0.1325,59.0,59.0,1.0,1
52,62,1,0,0.155,62.0,62.0,1.0,1
53,90,1,0,0.2225,90.0,90.0,1.0,1
54,27,0,1,0.0625,25.0,25.0,0.0,0
55,85,1,0,0.205,85.0,85.0,1.0,1
56,95,1,0,0.22,95.0,95.0,1.0,1
57,19,0,1,0.0425,17.0,17.0,0.0,0
58,59,1,0,0.1425,59.0,59.0,1.0,1
59,19,0,1,0.0425,17.0,17.0,0.0,0
60,76,1,0,0.1625,76.0,76.0,1.0,1
61,41,0,1,0.0975,39.0,39.0,0.6666666666666666,0
62,13,0,1,0.0275,11.0,11.0,0.0,0
63,51,0,1,0.1225,49.0,49.0,0.0,0
64,26,0,1,0.06,24.0,24.0,0.3333333333333333,0
65,47,1,0,0.1175,47.0,47.0,1.0,1
66,23,0,1,0.0525,21.0,21.0,0.3333333333333333,0
67,36,0,1,0.085,34.0,34.0,0.0,0
68,74,0,1,0.1775,72.0,72.0,0.6666666666666666,0
69,9,0,1,0.0175,7.0,7.0,0.0,0
70,4,0,1,0.005,2.0,2.0,0.0,0
71,30,0,1,0.07,28.0,28.0,0.0,0
72,61,1,0,0.1525,61.0,61.0,1.0,1
73,19,0,1,0.0425,17.0,17.0,0.0,0
74,31,0,1,0.0725,29.0,29.0,0.0,0
75,58,0,1,0.14,56.0,56.0,0.0,0
76,27,0,1,0.0625,25.0,25.0,0.3333333333333333,0
77,42,0,1,0.1,40.0,40.0,0.3333333333333333,0
78,97,1,0,0.2375,97.0,97.0,1.0,1
79,63,0,1,0.1525,61.0,61.0,0.6666666666666666,0
80,14,0,1,0.03,12.0,12.0,0.3333333333333333,0
81,41,0,1,0.0975,39.0,39.0,0.6666666666666666,0
82,23,0,1,0.0525,21.0,21.0,0.0,0
83,18,0,1,0.04,16.0,16.0,0.0,0
84,44,1,0,0.11,44.0,44.0,1.0,1
85,67,0,1,0.1625,65.0,65.0,0.3333333333333333,0
86,95,1,0,0.225,95.0,95.0,1.0,1
87,27,1,0,0.0675,27.0,27.0,1.0,1
88,21,0,1,0.0475,19.0,19.0,0.3333333333333333,0
