discounted_distance
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,46,1,0,0.11,46.0,46.0,1.0,1
2,11,0,1,0.0225,9.0,9.0,0.0,0
3,45,0,0,0.1075,44.0,44.0,0.5,0
4,20,1,0,0.05,20.0,20.0,1.0,1
5,30,0,1,0.07,28.0,28.0,0.5,0
6,55,0,1,0.13,53.0,53.0,0.5,0
7,21,1,0,0.0525,21.0,21.0,1.0,1
8,35,1,0,0.0875,35.0,35.0,1.0,1
9,32,0,1,0.075,30.0,30.0,0.5,0
10,23,0,1,0.0525,21.0,21.0,0.5,0
11,26,0,1,0.055,24.0,24.0,0.5,0
12,39,0,1,0.0925,37.0,37.0,0.5,0
13,43,0,0,0.105,42.0,42.0,0.5,0
14,47,0,0,0.11,46.0,46.0,0.5,0
15,56,1,0,0.1375,56.0,56.0,1.0,1
16,27,0,1,0.06,25.0,25.0,0.0,0
17,16,0,1,0.035,14.0,14.0,0.0,0
18,46,0,0,0.1125,45.0,45.0,0.5,0
19,8,0,1,0.015,6.0,6.0,0.0,0
20,34,0,1,0.08,32.0,32.0,0.0,0
21,38,1,0,0.095,38.0,38.0,1.0,1
22,12,0,1,0.025,10.0,10.0,0.0,0
23,7,0,1,0.0125,5.0,5.0,0.0,0
24,29,1,0,0.0725,29.0,29.0,1.0,1
25,25,1,0,0.0625,25.0,25.0,1.0,1
26,4,0,1,0.005,2.0,2.0,0.0,0
27,31,0,1,0.0725,29.0,29.0,0.0,0
28,19,0,1,0.0425,17.0,17.0,0.0,0
29,18,0,1,0.04,16.0,16.0,0.5,0
30,23,0,1,0.0525,21.0,21.0,0.0,0
31,34,1,0,0.0775,34.0,34.0,1.0,1
32,36,0,1,0.0825,34.0,34.0,0.5,0
33,27,0,1,0.0625,25.0,25.0,0.5,0
34,45,0,0,0.11,44.0,44.0,0.5,0
35,40,0,1,0.095,38.0,38.0,0.5,0
36,32,1,0,0.08,32.0,32.0,1.0,1
37,39,1,0,0.0975,39.0,39.0,1.0,1
38,15,0,1,0.0325,13.0,13.0,0.0,0
39,13,0,1,0.0275,11.0,11.0,0.5,0
40,57,0,0,0.14,56.0,56.0,0.5,0
41,20,0,1,0.04,18.0,18.0,0.0,0
42,51,0,0,0.125,50.0,50.0,0.5,0
43,24,0,1,0.055,22.0,22.0,0.0,0
44,20,0,1,0.0375,18.0,18.0,0.5,0
45,22,0,1,0.0425,20.0,20.0,0.0,0
46,32,0,1,0.065,30.0,30.0,0.0,0
47,4,0,1,0.005,2.0,2.0,0.0,0
48,11,0,1,0.0225,9.0,9.0,0.0,0
49,55,0,1,0.1325,53.0,53.0,0.5,0
50,53,0,0,0.13,52.0,52.0,0.5,0
51,9,0,1,0.0175,7.0,7.0,0.0,0
52,22,0,1,0.05,20.0,20.0,0.0,0
53,28,1,0,0.07,28.0,28.0,1.0,1
54,49,0,1,0.1175,47.0,47.0,0.5,0
55,13,0,1,0.0275,11.0,11.0,0.0,0
56,29,0,1,0.0675,27.0,27.0,0.5,0
57,18,1,0,0.045,18.0,18.0,1.0,1
58,21,0,1,0.0475,19.0,19.0,0.0,0
59,28,0,1,0.065,26.0,26.0,0.5,0
60,12,0,1,0.025,10.0,10.0,0.0,0
61,63,0,0,0.155,62.0,62.0,0.5,0
62,19,0,1,0.0425,17.0,17.0,0.0,0
63,35,1,0,0.08,35.0,35.0,1.0,1
64,33,0,1,0.0725,31.0,31.0,0.5,0
65,7,0,1,0.0125,5.0,5.0,0.0,0
66,45,1,0,0.0925,45.0,45.0,1.0,1
67,25,0,1,0.055,23.0,23.0,0.5,0
68,19,0,1,0.0425,17.0,17.0,0.0,0
69,8,0,1,0.015,6.0,6.0,0.0,0
70,25,1,0,0.0625,25.0,25.0,1.0,1
71,43,1,0,0.095,43.0,43.0,1.0,1
72,25,0,1,0.0575,23.0,23.0,0.0,0
73,26,1,0,0.065,26.0,26.0,1.0,1
74,12,0,1,0.025,10.0,10.0,0.0,0
75,5,0,1,0.0075,3.0,3.0,0.0,0
76,7,1,0,0.0175,7.0,7.0,1.0,1
77,27,0,1,0.0625,25.0,25.0,0.5,0
78,32,0,1,0.075,30.0,30.0,0.5,0
79,25,0,1,0.0575,23.0,23.0,0.0,0
80,24,1,0,0.06,24.0,24.0,1.0,1
81,27,1,0,0.0675,27.0,27.0,1.0,1
82,21,0,1,0.0475,19.0,19.0,0.0,0
83,37,0,0,0.09,36.0,36.0,0.5,0
84,14,0,1,0.03,12.0,12.0,0.0,0
85,43,0,1,0.1025,41.0,41.0,0.5,0
86,21,0,1,0.0475,19.0,19.0,0.5,0
87,5,0,1,0.0075,3.0,3.0,0.0,0
88,10,0,1,0.02,8.0,8.0,0.0,0
89,12,1,0,0.03,12.0,12.0,1.0,1
90,46,0,0,0.11,45.0,45.0,0.5,0
91,24,0,1,0.055,22.0,22.0,0.0,0
92,26,0,1,0.06,24.0,24.0,0.5,0
93,38,0,1,0.09,36.0,36.0,0.0,0
94,6,0,1,0.01,4.0,4.0,0.0,0
95,35,1,0,0.085,35.0,35.0,1.0,1
96,11,0,1,0.0225,9.0,9.0,0.0,0
97,12,0,1,0.025,10.0,10.0,0.0,0
98,7,0,1,0.0125,5.0,5.0,0.0,0
99,16,0,1,0.035,14.0,14.0,0.0,0
100,52,0,1,0.1225,50.0,50.0,0.5,0
101,46,0,0,0.1125,45.0,45.0,0.5,0
102,41,0,1,0.0975,39.0,39.0,0.5,0
103,30,0,1,0.07,28.0,28.0,0.5,0
104,18,0,1,0.04,16.0,16.0,0.5,0
105,18,0,1,0.04,16.0,16.0,0.5,0
106,32,0,1,0.075,30.0,30.0,0.0,0
107,19,0,1,0.0425,17.0,17.0,0.0,0
108,43,1,0,0.105,43.0,43.0,1.0,1
