lidbetter
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,34,0,1,0.08,32.0,32.0,0.3333333333333333,0
2,51,0,1,0.1225,49.0,49.0,0.3333333333333333,0
3,28,1,0,0.0675,28.0,28.0,1.0,1
4,46,0,1,0.11,44.0,44.0,0.6666666666666666,0
5,35,0,1,0.0825,33.0,33.0,0.0,0
6,53,0,1,0.1275,51.0,51.0,0.0,0
7,73,0,1,0.1775,71.0,71.0,0.6666666666666666,0
8,20,0,1,0.045,18.0,18.0,0.0,0
9,65,1,0,0.16,65.0,65.0,1.0,1
10,46,0,1,0.1075,44.0,44.0,0.6666666666666666,0
11,16,0,1,0.035,14.0,14.0,0.0,0
12,15,0,1,0.0325,13.0,13.0,0.0,0
13,36,0,1,0.085,34.0,34.0,0.6666666666666666,0
14,83,1,0,0.205,83.0,83.0,1.0,1
15,57,0,1,0.125,55.0,55.0,0.6666666666666666,0
16,10,0,1,0.02,8.0,8.0,0.0,0
17,46,0,1,0.11,44.0,44.0,0.3333333333333333,0
18,48,0,1,0.115,46.0,46.0,0.3333333333333333,0
19,18,0,1,0.04,16.0,16.0,0.0,0
20,25,0,1,0.0575,23.0,23.0,0.3333333333333333,0
21,41,0,1,0.0975,39.0,39.0,0.0,0
22,38,0,1,0.09,36.0,36.0,0.6666666666666666,0
23,42,0,1,0.1,40.0,40.0,0.6666666666666666,0
24,29,0,1,0.0675,27.0,27.0,0.0,0
25,51,0,1,0.1225,49.0,49.0,0.3333333333333333,0
26,55,0,1,0.13,53.0,53.0,0.3333333333333333,0
27,28,0,1,0.065,26.0,26.0,0.0,0
28,39,0,1,0.09,37.0,37.0,0.0,0
29,38,1,0,0.095,38.0,38.0,1.0,1
30,35,0,1,0.0825,33.0,33.0,0.6666666666666666,0
31,24,0,1,0.055,22.0,22.0,0.0,0
32,18,0,1,0.04,16.0,16.0,0.0,0
33,48,0,1,0.115,46.0,46.0,0.3333333333333333,0
34,13,0,1,0.0275,11.0,11.0,0.0,0
35,28,0,1,0.065,26.0,26.0,0.0,0
36,14,0,1,0.03,12.0,12.0,0.0,0
37,19,0,1,0.0425,17.0,17.0,0.3333333333333333,0
38,20,0,1,0.045,18.0,18.0,0.0,0
39,36,0,1,0.085,34.0,34.0,0.3333333333333333,0
40,69,1,0,0.165,69.0,69.0,1.0,1
41,43,0,1,0.1,41.0,41.0,0.6666666666666666,0
42,28,0,1,0.065,26.0,26.0,0.3333333333333333,0
43,16,0,1,0.035,14.0,14.0,0.0,0
44,31,1,0,0.0775,31.0,31.0,1.0,1
45,39,1,0,0.0725,39.0,39.0,1.0,1
46,67,1,0,0.165,67.0,67.0,1.0,1
47,24,0,1,0.055,22.0,22.0,0.0,0
48,60,0,1,0.1125,58.0,58.0,0.3333333333333333,0
49,28,0,1,0.065,26.0,26.0,0.3333333333333333,0
50,42,0,1,0.0975,40.0,40.0,0.6666666666666666,0
51,36,0,1,0.085,34.0,34.0,0.3333333333333333,0
52,52,0,1,0.1225,50.0,50.0,0.6666666666666666,0
53,76,0,1,0.18,74.0,74.0,0.6666666666666666,0
54,24,0,1,0.055,22.0,22.0,0.0,0
55,94,1,0,0.235,94.0,94.0,1.0,1
56,28,0,1,0.065,26.0,26.0,0.0,0
57,8,0,1,0.015,6.0,6.0,0.0,0
58,67,0,1,0.1625,65.0,65.0,0.6666666666666666,0
59,49,0,1,0.1175,47.0,47.0,0.0,0
60,27,0,1,0.0625,25.0,25.0,0.0,0
61,42,1,0,0.105,42.0,42.0,1.0,1
62,7,0,1,0.0125,5.0,5.0,0.0,0
63,90,0,1,0.2175,88.0,88.0,0.6666666666666666,0
64,10,0,1,0.02,8.0,8.0,0.0,0
65,11,0,1,0.0225,9.0,9.0,0.3333333333333333,0
66,24,0,1,0.055,22.0,22.0,0.3333333333333333,0
67,45,1,0,0.11,45.0,45.0,1.0,1
68,3,0,1,0.0025,1.0,1.0,0.0,0
69,35,0,1,0.0825,33.0,33.0,0.0,0
70,78,0,1,0.1875,76.0,76.0,0.6666666666666666,0
71,32,0,1,0.075,30.0,30.0,0.3333333333333333,0
72,19,0,1,0.0425,17.0,17.0,0.0,0
73,43,1,0,0.1075,43.0,43.0,1.0,1
74,24,0,1,0.055,22.0,22.0,0.0,0
75,37,1,0,0.0925,37.0,37.0,1.0,1
76,18,0,1,0.04,16.0,16.0,0.0,0
77,28,0,1,0.065,26.0,26.0,0.0,0
78,43,1,0,0.09,43.0,43.0,1.0,1
79,52,0,1,0.125,50.0,50.0,0.3333333333333333,0
80,10,0,1,0.02,8.0,8.0,0.0,0
81,28,0,1,0.065,26.0,26.0,0.0,0
82,47,0,1,0.1125,45.0,45.0,0.3333333333333333,0
83,28,0,1,0.065,26.0,26.0,0.0,0
84,45,0,1,0.1075,43.0,43.0,0.3333333333333333,0
85,44,0,1,0.105,42.0,42.0,0.0,0
86,26,0,1,0.06,24.0,24.0,0.0,0
87,49,0,1,0.115,47.0,47.0,0.6666666666666666,0
88,33,0,1,0.0775,31.0,31.0,0.0,0
89,67,0,1,0.16,65.0,65.0,0.6666666666666666,0
90,20,0,1,0.045,18.0,18.0,0.0,0
91,16,0,1,0.035,14.0,14.0,0.0,0
92,103,1,0,0.1925,103.0,103.0,1.0,1
93,54,1,0,0.1325,54.0,54.0,1.0,1
94,22,0,1,0.05,20.0,20.0,0.0,0
95,37,0,1,0.0875,35.0,35.0,0.3333333333333333,0
96,33,0,1,0.0775,31.0,31.0,0.0,0
97,37,1,0,0.0925,37.0,37.0,1.0,1
98,41,0,1,0.0975,39.0,39.0,0.6666666666666666,0
99,32,0,1,0.075,30.0,30.0,0.3333333333333333,0
100,26,0,1,0.06,24.0,24.0,0.0,0
101,35,1,0,0.0875,35.0,35.0,1.0,1
102,59,1,0,0.145,59.0,59.0,1.0,1
103,11,0,1,0.0225,9.0,9.0,0.0,0
104,30,0,1,0.07,28.0,28.0,0.0,0
105,33,0,1,0.0775,31.0,31.0,0.3333333333333333,0
106,32,0,1,0.075,30.0,30.0,0.0,0
107,41,0,1,0.0975,39.0,39.0,0.6666666666666666,0
108,27,0,1,0.0625,25.0,25.0,0.0,0
109,23,0,1,0.0525,21.0,21.0,0.0,0
110,4,0,1,0.005,2.0,2.0,0.0,0
111,35,0,1,0.0825,33.0,33.0,0.0,0
112,21,0,1,0.0475,19.0,19.0,0.0,0
113,25,0,1,0.0575,23.0,23.0,0.0,0
114,47,0,1,0.1125,45.0,45.0,0.6666666666666666,0
115,6,0,1,0.01,4.0,4.0,0.0,0
116,44,0,1,0.105,42.0,42.0,0.3333333333333333,0
117,74,0,1,0.18,72.0,72.0,0.6666666666666666,0
118,38,0,1,0.09,36.0,36.0,0.3333333333333333,0
119,4,0,1,0.005,2.0,2.0,0.0,0
120,11,0,1,0.0225,9.0,9.0,0.0,0
121,20,0,1,0.045,18.0,18.0,0.0,0
122,26,0,1,0.06,24.0,24.0,0.0,0
123,79,1,0,0.1975,79.0,79.0,1.0,1
124,32,0,1,0.075,30.0,30.0,0.0,0
125,31,0,1,0.0725,29.0,29.0,0.6666666666666666,0
126,45,1,0,0.1125,45.0,45.0,1.0,1
127,50,0,1,0.12,48.0,48.0,0.3333333333333333,0
128,19,0,1,0.0425,17.0,17.0,0.0,0
129,23,0,1,0.0525,21.0,21.0,0.0,0
130,18,0,1,0.04,16.0,16.0,0.3333333333333333,0
131,34,0,1,0.08,32.0,32.0,0.3333333333333333,0
132,17,0,1,0.0375,15.0,15.0,0.0,0
133,9,0,1,0.0175,7.0,7.0,0.0,0
134,3,0,1,0.0025,1.0,1.0,0.0,0
135,81,0,1,0.195,79.0,79.0,0.3333333333333333,0
136,16,0,1,0.035,14.0,14.0,0.0,0
137,50,1,0,0.11,50.0,50.0,1.0,1
138,28,0,1,0.065,26.0,26.0,0.0,0
139,42,1,0,0.105,42.0,42.0,1.0,1
140,20,0,1,0.045,18.0,18.0,0.0,0
141,87,1,0,0.21,87.0,87.0,1.0,1
142,36,0,1,0.085,34.0,34.0,0.0,0
143,17,0,1,0.0375,15.0,15.0,0.0,0
144,27,0,1,0.04,25.0,25.0,0.6666666666666666,0
145,76,0,1,0.175,74.0,74.0,0.6666666666666666,0
146,74,1,0,0.185,74.0,74.0,1.0,1
147,25,0,1,0.0575,23.0,23.0,0.3333333333333333,0
148,32,0,1,0.075,30.0,30.0,0.0,0
149,26,0,1,0.06,24.0,24.0,0.0,0
150,49,0,1,0.1175,47.0,47.0,0.3333333333333333,0
151,49,1,0,0.1225,49.0,49.0,1.0,1
152,34,1,0,0.085,34.0,34.0,1.0,1
153,33,0,1,0.0775,31.0,31.0,0.0,0
154,17,0,1,0.0375,15.0,15.0,0.0,0
155,85,1,0,0.2075,85.0,85.0,1.0,1
156,48,1,0,0.12,48.0,48.0,1.0,1
157,66,1,0,0.1575,66.0,66.0,1.0,1
158,38,0,1,0.09,36.0,36.0,0.3333333333333333,0
159,56,1,0,0.1375,56.0,56.0,1.0,1
160,75,0,1,0.1825,73.0,73.0,0.6666666666666666,0
161,31,0,1,0.0725,29.0,29.0,0.0,0
162,66,1,0,0.135,66.0,66.0,1.0,1
163,25,0,1,0.0575,23.0,23.0,0.0,0
164,58,1,0,0.1425,58.0,58.0,1.0,1
165,80,0,1,0.1875,78.0,78.0,0.3333333333333333,0
166,50,0,1,0.1125,48.0,48.0,0.6666666666666666,0
167,22,0,1,0.05,20.0,20.0,0.3333333333333333,0
168,17,0,1,0.0375,15.0,15.0,0.0,0
169,32,0,1,0.075,30.0,30.0,0.0,0
170,17,0,1,0.0375,15.0,15.0,0.0,0
171,35,0,1,0.0825,33.0,33.0,0.0,0
172,31,0,1,0.0725,29.0,29.0,0.3333333333333333,0
173,15,0,1,0.0325,13.0,13.0,0.0,0
174,65,0,1,0.1525,63.0,63.0,0.6666666666666666,0
175,80,1,0,0.175,80.0,80.0,1.0,1
176,48,0,1,0.115,46.0,46.0,0.6666666666666666,0
177,68,1,0,0.1675,68.0,68.0,1.0,1
178,11,0,1,0.0225,9.0,9.0,0.0,0
179,34,0,1,0.08,32.0,32.0,0.6666666666666666,0
180,8,0,1,0.015,6.0,6.0,0.3333333333333333,0
181,31,0,1,0.0725,29.0,29.0,0.3333333333333333,0
182,46,0,1,0.1,44.0,44.0,0.6666666666666666,0
183,44,1,0,0.11,44.0,44.0,1.0,1
184,16,0,1,0.035,14.0,14.0,0.0,0
