traverse_ordered_qa
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,10,0,1,0.02,8.0,8.0,0.0,0
2,102,1,0,0.2325,102.0,102.0,1.0,1
3,26,0,1,0.06,24.0,24.0,0.0,0
4,77,1,0,0.1725,77.0,77.0,1.0,1
5,8,0,1,0.015,6.0,6.0,0.0,0
6,80,0,1,0.195,78.0,78.0,0.8,0
7,88,1,0,0.215,88.0,88.0,1.0,1
8,31,0,1,0.065,29.0,29.0,0.4,0
9,20,0,1,0.045,18.0,18.0,0.0,0
10,20,0,1,0.045,18.0,18.0,0.2,0
11,25,0,1,0.0575,23.0,23.0,0.0,0
12,70,1,0,0.175,70.0,70.0,1.0,1
13,64,0,1,0.1375,62.0,62.0,0.6,0
14,52,0,1,0.125,50.0,50.0,0.6,0
15,63,0,1,0.145,61.0,61.0,0.6,0
16,34,0,1,0.08,32.0,32.0,0.2,0
17,35,0,1,0.0825,33.0,33.0,0.2,0
18,33,0,1,0.0775,31.0,31.0,0.0,0
19,70,1,0,0.17,70.0,70.0,1.0,1
20,26,0,1,0.06,24.0,24.0,0.0,0
21,56,0,1,0.135,54.0,54.0,0.4,0
22,48,1,0,0.115,48.0,48.0,1.0,1
23,16,0,1,0.035,14.0,14.0,0.0,0
24,63,1,0,0.145,63.0,63.0,1.0,1
25,35,0,1,0.0825,33.0,33.0,0.2,0
26,31,0,1,0.0725,29.0,29.0,0.2,0
27,59,0,1,0.14,57.0,57.0,0.8,0
28,32,0,1,0.075,30.0,30.0,0.2,0
29,85,1,0,0.2125,85.0,85.0,1.0,1
30,53,0,1,0.1225,51.0,51.0,0.8,0
31,80,1,0,0.2,80.0,80.0,1.0,1
32,72,1,0,0.1725,72.0,72.0,1.0,1
33,79,1,0,0.195,79.0,79.0,1.0,1
34,90,0,1,0.21,88.0,88.0,0.8,0
35,19,0,1,0.0425,17.0,17.0,0.0,0
36,30,0,1,0.07,28.0,28.0,0.2,0
37,8,0,1,0.015,6.0,6.0,0.0,0
38,7,0,1,0.0125,5.0,5.0,0.0,0
39,55,1,0,0.1275,55.0,55.0,1.0,1
40,82,0,1,0.2,80.0,80.0,0.8,0
41,37,0,1,0.0875,35.0,35.0,0.4,0
42,40,0,1,0.095,38.0,38.0,0.6,0
43,88,1,0,0.2175,88.0,88.0,1.0,1
44,77,1,0,0.19,77.0,77.0,1.0,1
45,37,0,1,0.0875,35.0,35.0,0.2,0
46,50,0,1,0.1175,48.0,48.0,0.4,0
47,21,0,1,0.0475,19.0,19.0,0.0,0
48,16,0,1,0.035,14.0,14.0,0.0,0
49,73,1,0,0.17,73.0,73.0,1.0,1
50,33,0,1,0.0775,31.0,31.0,0.2,0
51,84,0,1,0.19,82.0,82.0,0.8,0
52,39,0,1,0.0925,37.0,37.0,0.2,0
53,29,0,1,0.0675,27.0,27.0,0.2,0
54,62,0,1,0.145,60.0,60.0,0.8,0
55,29,0,1,0.0675,27.0,27.0,0.2,0
56,18,0,1,0.04,16.0,16.0,0.0,0
57,77,1,0,0.19,77.0,77.0,1.0,1
58,35,0,1,0.0825,33.0,33.0,0.2,0
59,13,0,1,0.0275,11.0,11.0,0.0,0
60,46,0,1,0.11,44.0,44.0,0.2,0
61,21,0,1,0.0475,19.0,19.0,0.2,0
62,81,1,0,0.185,81.0,81.0,1.0,1
63,23,0,1,0.05,21.0,21.0,0.4,0
64,14,0,1,0.03,12.0,12.0,0.2,0
65,57,1,0,0.1425,57.0,57.0,1.0,1
66,26,0,1,0.06,24.0,24.0,0.0,0
67,89,1,0,0.22,89.0,89.0,1.0,1
68,14,0,1,0.03,12.0,12.0,0.0,0
69,24,0,1,0.055,22.0,22.0,0.2,0
70,24,0,1,0.055,22.0,22.0,0.0,0
71,109,0,1,0.2225,107.0,107.0,0.8,0
72,51,0,1,0.1225,49.0,49.0,0.4,0
73,51,0,1,0.12,49.0,49.0,0.8,0
74,17,0,1,0.0375,15.0,15.0,0.0,0
75,23,0,1,0.0525,21.0,21.0,0.0,0
76,31,0,1,0.0725,29.0,29.0,0.4,0
77,20,0,1,0.045,18.0,18.0,0.2,0
78,16,0,1,0.035,14.0,14.0,0.2,0
79,53,1,0,0.1325,53.0,53.0,1.0,1
80,60,0,1,0.1375,58.0,58.0,0.8,0
81,46,1,0,0.1075,46.0,46.0,1.0,1
82,32,0,1,0.075,30.0,30.0,0.0,0
83,5,0,1,0.0075,3.0,3.0,0.0,0
84,27,0,1,0.0625,25.0,25.0,0.2,0
85,34,0,1,0.08,32.0,32.0,0.2,0
86,72,1,0,0.1775,72.0,72.0,1.0,1
87,52,0,1,0.125,50.0,50.0,0.6,0
88,56,0,1,0.1175,54.0,54.0,0.8,0
89,40,0,1,0.0925,38.0,38.0,0.4,0
90,64,1,0,0.1425,64.0,64.0,1.0,1
91,8,0,1,0.015,6.0,6.0,0.0,0
92,27,0,1,0.0625,25.0,25.0,0.0,0
93,24,0,1,0.055,22.0,22.0,0.0,0
94,22,0,1,0.05,20.0,20.0,0.2,0
95,47,0,1,0.1125,45.0,45.0,0.2,0
96,27,0,1,0.0625,25.0,25.0,0.0,0
97,14,0,1,0.03,12.0,12.0,0.0,0
98,66,0,1,0.155,64.0,64.0,0.6,0
99,3,0,1,0.0025,1.0,1.0,0.0,0
100,28,0,1,0.065,26.0,26.0,0.0,0
101,55,0,1,0.13,53.0,53.0,0.4,0
102,85,0,1,0.205,83.0,83.0,0.8,0
103,24,0,1,0.055,22.0,22.0,0.4,0
104,14,0,1,0.03,12.0,12.0,0.0,0
105,14,0,1,0.03,12.0,12.0,0.0,0
106,40,0,1,0.095,38.0,38.0,0.2,0
107,48,0,1,0.0975,46.0,46.0,0.6,0
108,24,0,1,0.055,22.0,22.0,0.2,0
109,16,0,1,0.035,14.0,14.0,0.0,0
110,61,0,1,0.1475,59.0,59.0,0.4,0
111,26,0,1,0.06,24.0,24.0,0.0,0
112,40,0,1,0.095,38.0,38.0,0.2,0
113,69,1,0,0.14,69.0,69.0,1.0,1
114,49,0,1,0.1175,47.0,47.0,0.4,0
115,51,0,1,0.1225,49.0,49.0,0.2,0
116,48,0,1,0.115,46.0,46.0,0.4,0
117,26,0,1,0.06,24.0,24.0,0.2,0
118,72,0,1,0.1725,70.0,70.0,0.8,0
119,22,0,1,0.05,20.0,20.0,0.2,0
120,44,0,1,0.105,42.0,42.0,0.2,0
121,34,0,1,0.08,32.0,32.0,0.0,0
122,16,0,1,0.035,14.0,14.0,0.0,0
123,35,0,1,0.0825,33.0,33.0,0.4,0
124,28,0,1,0.065,26.0,26.0,0.2,0
125,15,0,1,0.0325,13.0,13.0,0.0,0
126,27,0,1,0.0625,25.0,25.0,0.0,0
127,25,0,1,0.0575,23.0,23.0,0.2,0
128,93,1,0,0.2225,93.0,93.0,1.0,1
129,100,1,0,0.24,100.0,100.0,1.0,1
130,41,0,1,0.0975,39.0,39.0,0.6,0
131,34,0,1,0.08,32.0,32.0,0.2,0
132,75,1,0,0.1825,75.0,75.0,1.0,1
133,30,0,1,0.07,28.0,28.0,0.0,0
134,77,0,1,0.1575,75.0,75.0,0.8,0
135,22,0,1,0.05,20.0,20.0,0.2,0
136,31,0,1,0.0725,29.0,29.0,0.0,0
137,28,0,1,0.065,26.0,26.0,0.0,0
138,43,0,1,0.1025,41.0,41.0,0.2,0
139,72,1,0,0.1725,72.0,72.0,1.0,1
140,52,1,0,0.115,52.0,52.0,1.0,1
141,106,1,0,0.2425,106.0,106.0,1.0,1
142,44,0,1,0.105,42.0,42.0,0.4,0
143,53,0,1,0.1275,51.0,51.0,0.8,0
144,51,1,0,0.125,51.0,51.0,1.0,1
145,76,0,1,0.1825,74.0,74.0,0.8,0
146,16,0,1,0.035,14.0,14.0,0.2,0
147,17,0,1,0.0375,15.0,15.0,0.0,0
148,77,1,0,0.1625,77.0,77.0,1.0,1
149,78,1,0,0.1925,78.0,78.0,1.0,1
150,28,0,1,0.065,26.0,26.0,0.2,0
151,75,0,1,0.1625,73.0,73.0,0.8,0
152,48,0,1,0.115,46.0,46.0,0.2,0
153,20,0,1,0.045,18.0,18.0,0.2,0
154,77,0,1,0.185,75.0,75.0,0.8,0
155,25,0,1,0.0575,23.0,23.0,0.0,0
156,28,0,1,0.065,26.0,26.0,0.4,0
157,70,1,0,0.175,70.0,70.0,1.0,1
158,53,0,1,0.125,51.0,51.0,0.6,0
159,56,0,1,0.11,54.0,54.0,0.4,0
160,86,1,0,0.2125,86.0,86.0,1.0,1
161,75,1,0,0.1575,75.0,75.0,1.0,1
