lidbetter
i,steps,all_found,taken_down,frac_area_covered,mean_distance_travelled,total_distance_covered,hider_frac_found,all_found
1,18,1,0,0.045,18.0,18.0,1.0,1
2,26,1,0,0.065,26.0,26.0,1.0,1
3,11,1,0,0.0275,11.0,11.0,1.0,1
4,19,0,1,0.0425,17.0,17.0,0.0,0
5,19,0,1,0.0425,17.0,17.0,0.0,0
6,55,0,1,0.12,53.0,53.0,0.0,0
7,30,0,1,0.07,28.0,28.0,0.0,0
8,20,1,0,0.05,20.0,20.0,1.0,1
9,17,0,1,0.0375,15.0,15.0,0.0,0
10,22,0,1,0.05,20.0,20.0,0.0,0
11,16,0,1,0.035,14.0,14.0,0.0,0
12,23,0,1,0.0525,21.0,21.0,0.0,0
13,4,0,1,0.005,2.0,2.0,0.0,0
14,24,0,1,0.055,22.0,22.0,0.0,0
15,49,1,0,0.1225,49.0,49.0,1.0,1
16,37,0,1,0.0875,35.0,35.0,0.0,0
17,27,0,1,0.0625,25.0,25.0,0.0,0
18,75,1,0,0.1875,75.0,75.0,1.0,1
19,60,1,0,0.1475,60.0,60.0,1.0,1
20,69,1,0,0.155,69.0,69.0,1.0,1
21,36,0,1,0.085,34.0,34.0,0.0,0
22,40,0,1,0.095,38.0,38.0,0.0,0
23,10,1,0,0.025,10.0,10.0,1.0,1
24,22,0,1,0.05,20.0,20.0,0.0,0
25,15,1,0,0.0375,15.0,15.0,1.0,1
26,34,0,1,0.08,32.0,32.0,0.0,0
27,20,0,1,0.045,18.0,18.0,0.0,0
28,26,0,1,0.06,24.0,24.0,0.0,0
29,20,1,0,0.05,20.0,20.0,1.0,1
30,40,0,1,0.095,38.0,38.0,0.0,0
31,13,1,0,0.0325,13.0,13.0,1.0,1
32,48,0,1,0.115,46.0,46.0,0.0,0
33,20,0,1,0.045,18.0,18.0,0.0,0
34,23,1,0,0.0575,23.0,23.0,1.0,1
35,18,0,1,0.04,16.0,16.0,0.0,0
36,25,0,1,0.0575,23.0,23.0,0.0,0
37,24,0,1,0.055,22.0,22.0,0.0,0
38,51,1,0,0.1275,51.0,51.0,1.0,1
39,22,0,1,0.05,20.0,20.0,0.0,0
40,61,0,1,0.145,59.0,59.0,0.0,0
41,26,1,0,0.065,26.0,26.0,1.0,1
42,43,1,0,0.1075,43.0,43.0,1.0,1
43,46,0,1,0.11,44.0,44.0,0.0,0
44,20,0,1,0.045,18.0,18.0,0.0,0
45,72,0,1,0.175,70.0,70.0,0.0,0
46,26,0,1,0.06,24.0,24.0,0.0,0
47,33,0,1,0.0775,31.0,31.0,0.0,0
48,29,0,1,0.0675,27.0,27.0,0.0,0
49,9,0,1,0.0175,7.0,7.0,0.0,0
50,22,0,1,0.05,20.0,20.0,0.0,0
51,22,0,1,0.05,20.0,20.0,0.0,0
52,36,1,0,0.09,36.0,36.0,1.0,1
53,74,0,1,0.1775,72.0,72.0,0.0,0
54,21,1,0,0.0525,21.0,21.0,1.0,1
55,71,1,0,0.165,71.0,71.0,1.0,1
56,28,0,1,0.065,26.0,26.0,0.0,0
57,46,0,1,0.11,44.0,44.0,0.0,0
58,26,0,1,0.06,24.0,24.0,0.0,0
59,19,0,1,0.0425,17.0,17.0,0.0,0
60,32,0,1,0.075,30.0,30.0,0.0,0
61,32,0,1,0.075,30.0,30.0,0.0,0
62,10,1,0,0.025,10.0,10.0,1.0,1
63,25,0,1,0.0575,23.0,23.0,0.0,0
64,20,1,0,0.05,20.0,20.0,1.0,1
65,16,0,1,0.035,14.0,14.0,0.0,0
66,12,1,0,0.03,12.0,12.0,1.0,1
67,15,1,0,0.0375,15.0,15.0,1.0,1
68,69,1,0,0.1725,69.0,69.0,1.0,1
69,30,1,0,0.075,30.0,30.0,1.0,1
70,18,0,1,0.04,16.0,16.0,0.0,0
71,32,0,1,0.075,30.0,30.0,0.0,0
72,11,1,0,0.0275,11.0,11.0,1.0,1
73,38,0,1,0.09,36.0,36.0,0.0,0
74,16,0,1,0.035,14.0,14.0,0.0,0
75,14,0,1,0.03,12.0,12.0,0.0,0
76,17,1,0,0.0425,17.0,17.0,1.0,1
77,34,0,1,0.08,32.0,32.0,0.0,0
78,26,0,1,0.06,24.0,24.0,0.0,0
79,15,1,0,0.0375,15.0,15.0,1.0,1
80,21,0,1,0.0475,19.0,19.0,0.0,0
81,47,0,1,0.11,45.0,45.0,0.0,0
82,21,0,1,0.0475,19.0,19.0,0.0,0
83,29,0,1,0.0675,27.0,27.0,0.0,0
84,12,1,0,0.03,12.0,12.0,1.0,1
85,33,1,0,0.0825,33.0,33.0,1.0,1
86,47,0,1,0.1125,45.0,45.0,0.0,0
87,29,1,0,0.0725,29.0,29.0,1.0,1
88,15,0,1,0.0325,13.0,13.0,0.0,0
89,2,0,1,0.0,0.0,0.0,0.0,0
90,30,0,1,0.07,28.0,28.0,0.0,0
91,47,0,1,0.095,45.0,45.0,0.0,0
92,30,0,1,0.07,28.0,28.0,0.0,0
93,44,1,0,0.1025,44.0,44.0,1.0,1
94,24,0,1,0.055,22.0,22.0,0.0,0
95,38,0,1,0.09,36.0,36.0,0.0,0
96,39,0,1,0.0925,37.0,37.0,0.0,0
97,32,1,0,0.08,32.0,32.0,1.0,1
98,31,0,1,0.0725,29.0,29.0,0.0,0
99,21,0,1,0.0475,19.0,19.0,0.0,0
100,49,0,1,0.115,47.0,47.0,0.0,0
101,25,0,1,0.0575,23.0,23.0,0.0,0
102,20,0,1,0.045,18.0,18.0,0.0,0
103,12,0,1,0.025,10.0,10.0,0.0,0
104,29,1,0,0.0725,29.0,29.0,1.0,1
105,35,0,1,0.0825,33.0,33.0,0.0,0
106,16,1,0,0.04,16.0,16.0,1.0,1
107,19,1,0,0.0475,19.0,19.0,1.0,1
108,24,0,1,0.055,22.0,22.0,0.0,0
109,26,1,0,0.065,26.0,26.0,1.0,1
110,20,0,1,0.045,18.0,18.0,0.0,0
111,24,0,1,0.055,22.0,22.0,0.0,0
112,11,0,1,0.0225,9.0,9.0,0.0,0
113,18,0,1,0.04,16.0,16.0,0.0,0
114,83,0,1,0.1675,81.0,81.0,0.0,0
115,22,0,1,0.05,20.0,20.0,0.0,0
116,5,0,1,0.0075,3.0,3.0,0.0,0
117,34,0,1,0.08,32.0,32.0,0.0,0
118,11,0,1,0.0225,9.0,9.0,0.0,0
119,14,0,1,0.03,12.0,12.0,0.0,0
120,4,0,1,0.005,2.0,2.0,0.0,0
121,22,0,1,0.05,20.0,20.0,0.0,0
122,12,1,0,0.03,12.0,12.0,1.0,1
123,34,1,0,0.085,34.0,34.0,1.0,1
124,15,0,1,0.0325,13.0,13.0,0.0,0
125,17,1,0,0.0425,17.0,17.0,1.0,1
126,26,1,0,0.065,26.0,26.0,1.0,1
127,90,1,0,0.2025,90.0,90.0,1.0,1
128,29,0,1,0.0675,27.0,27.0,0.0,0
129,87,0,1,0.205,85.0,85.0,0.0,0
130,67,1,0,0.165,67.0,67.0,1.0,1
131,21,0,1,0.0475,19.0,19.0,0.0,0
132,5,1,0,0.0125,5.0,5.0,1.0,1
133,27,1,0,0.0675,27.0,27.0,1.0,1
134,25,0,1,0.0575,23.0,23.0,0.0,0
135,19,0,1,0.0425,17.0,17.0,0.0,0
136,28,1,0,0.07,28.0,28.0,1.0,1
137,28,1,0,0.07,28.0,28.0,1.0,1
138,99,0,1,0.23,97.0,97.0,0.0,0
139,25,1,0,0.0625,25.0,25.0,1.0,1
140,23,1,0,0.0575,23.0,23.0,1.0,1
141,37,0,1,0.055,35.0,35.0,0.0,0
142,12,0,1,0.025,10.0,10.0,0.0,0
143,20,0,1,0.045,18.0,18.0,0.0,0
144,19,0,1,0.0425,17.0,17.0,0.0,0
145,69,1,0,0.165,69.0,69.0,1.0,1
146,13,1,0,0.0325,13.0,13.0,1.0,1
147,16,0,1,0.035,14.0,14.0,0.0,0
148,28,0,1,0.065,26.0,26.0,0.0,0
149,82,1,0,0.2025,82.0,82.0,1.0,1
150,16,0,1,0.035,14.0,14.0,0.0,0
151,21,0,1,0.0475,19.0,19.0,0.0,0
152,30,0,1,0.07,28.0,28.0,0.0,0
153,23,1,0,0.0575,23.0,23.0,1.0,1
154,27,0,1,0.0625,25.0,25.0,0.0,0
155,5,1,0,0.0125,5.0,5.0,1.0,1
156,39,0,1,0.0925,37.0,37.0,0.0,0
157,5,1,0,0.0125,5.0,5.0,1.0,1
158,56,0,1,0.1325,54.0,54.0,0.0,0
159,19,0,1,0.0425,17.0,17.0,0.0,0
160,16,1,0,0.04,16.0,16.0,1.0,1
161,47,0,1,0.105,45.0,45.0,0.0,0
162,22,0,1,0.05,20.0,20.0,0.0,0
163,31,1,0,0.0775,31.0,31.0,1.0,1
164,18,1,0,0.045,18.0,18.0,1.0,1
165,16,0,1,0.035,14.0,14.0,0.0,0
166,15,0,1,0.0325,13.0,13.0,0.0,0
167,39,1,0,0.0975,39.0,39.0,1.0,1
168,9,0,1,0.0175,7.0,7.0,0.0,0
169,32,1,0,0.08,32.0,32.0,1.0,1
170,38,0,1,0.09,36.0,36.0,0.0,0
171,25,1,0,0.0625,25.0,25.0,1.0,1
172,23,0,1,0.0525,21.0,21.0,0.0,0
173,40,1,0,0.1,40.0,40.0,1.0,1
174,25,0,1,0.0575,23.0,23.0,0.0,0
175,28,1,0,0.07,28.0,28.0,1.0,1
176,15,0,1,0.0325,13.0,13.0,0.0,0
177,56,0,1,0.135,54.0,54.0,0.0,0
178,32,1,0,0.08,32.0,32.0,1.0,1
179,19,0,1,0.0425,17.0,17.0,0.0,0
180,13,0,1,0.0275,11.0,11.0,0.0,0
181,22,1,0,0.055,22.0,22.0,1.0,1
182,35,0,1,0.0825,33.0,33.0,0.0,0
183,31,0,1,0.0725,29.0,29.0,0.0,0
184,8,0,1,0.015,6.0,6.0,0.0,0
185,16,0,1,0.035,14.0,14.0,0.0,0
186,37,0,1,0.0875,35.0,35.0,0.0,0
187,37,0,1,0.0875,35.0,35.0,0.0,0
188,36,1,0,0.09,36.0,36.0,1.0,1
189,19,1,0,0.0475,19.0,19.0,1.0,1
190,28,0,1,0.065,26.0,26.0,0.0,0
191,17,0,1,0.0375,15.0,15.0,0.0,0
192,11,0,1,0.0225,9.0,9.0,0.0,0
193,21,0,1,0.0475,19.0,19.0,0.0,0
194,16,0,1,0.035,14.0,14.0,0.0,0
195,25,1,0,0.0625,25.0,25.0,1.0,1
196,23,0,1,0.0525,21.0,21.0,0.0,0
