filename,tactic,grid_width,hide_strategy,swarm_size,n_hider_candidates,n_hiders,runs,find_steps_min,find_steps_max,find_steps_mean,find_steps_var,find_steps_ci_lower,find_steps_ci_upper,find_steps_half_width,taken_down_min,taken_down_max,taken_down_mean,taken_down_var,taken_down_ci_lower,taken_down_ci_upper,taken_down_half_width,area_covered_min,area_covered_max,area_covered_mean,area_covered_var,area_covered_ci_lower,area_covered_ci_upper,area_covered_half_width,mean_distance_travelled_min,mean_distance_travelled_max,mean_distance_travelled_mean,mean_distance_travelled_var,mean_distance_travelled_ci_lower,mean_distance_travelled_ci_upper,mean_distance_travelled_half_width,total_distance_covered_min,total_distance_covered_max,total_distance_covered_mean,total_distance_covered_var,total_distance_covered_ci_lower,total_distance_covered_ci_upper,total_distance_covered_half_width,hider_frac_found_min,hider_frac_found_max,hider_frac_found_mean,hider_frac_found_var,hider_frac_found_ci_lower,hider_frac_found_ci_upper,hider_frac_found_half_width,found
T-horizontal_scan_traversal-W-20-HS-greedy-D-1-C-5-H-1-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,1,5,1,100000,1.0,401.0,155.6806,11788.842143639999,155.00763628642395,156.35356371357605,0.6729637135760527,0.0,1.0,0.66971,0.22119851589999998,0.6667949421640704,0.6726250578359296,0.002915057835929602,0.0,0.9975,0.38336465,0.0738372865053775,0.3816804489435965,0.38504885105640346,0.0016842010564034893,0.0,400.0,154.34001,11815.760663199902,153.66627840534417,155.01374159465584,0.673731594655834,0.0,400.0,154.34001,11815.760663199902,153.66627840534417,155.01374159465584,0.673731594655834,0.0,1.0,0.32912,0.2208000256,0.3262075690937896,0.33203243090621043,0.002912430906210406,32.91
T-horizontal_scan_traversal-W-20-HS-greedy-D-1-C-5-H-2-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,1,5,2,100000,2.0,401.0,181.01361,13025.2312647679,180.30623648885663,181.72098351114337,0.7073735111433734,0.0,1.0,0.7527,0.18614271000000002,0.7500258911115364,0.7553741088884637,0.0026741088884636444,0.0,0.9975,0.44627809999999996,0.08187236058538999,0.4445046264015925,0.4480515735984074,0.00177347359840746,0.0,400.0,179.50614,13101.3995823004,178.7967012314275,180.21557876857247,0.7094387685724826,0.0,400.0,179.50614,13101.3995823004,178.7967012314275,180.21557876857247,0.7094387685724826,0.0,1.0,0.36826,0.17112957239999996,0.3656959965574675,0.37082400344253247,0.002564003442532492,24.52
T-horizontal_scan_traversal-W-20-HS-greedy-D-1-C-5-H-3-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,1,5,3,100000,2.0,401.0,190.59024,14025.442516742401,189.85620907440955,191.32427092559044,0.7340309255904458,0.0,1.0,0.77626,0.1736804124,0.773676957855017,0.7788430421449829,0.00258304214498295,0.0,0.9975,0.47010145000000003,0.0882465902078975,0.46826023273703876,0.4719426672629613,0.00184121726296127,0.0,400.0,189.03524,14121.4638981424,188.2987006886859,189.77177931131408,0.7365393113140897,0.0,400.0,189.03524,14121.4638981424,188.2987006886859,189.77177931131408,0.7365393113140897,0.0,1.0,0.39425,0.1548858263888889,0.39181071856757865,0.3966892814324213,0.0024392814324213363,22.13
T-horizontal_scan_traversal-W-20-HS-greedy-D-1-C-5-H-4-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,1,5,4,100000,2.0,401.0,196.05521,14694.369001855901,195.3038785953753,196.80654140462468,0.7513314046246933,0.0,1.0,0.78514,0.16869518040000003,0.7825942989079142,0.7876857010920857,0.0025457010920857392,0.0,0.9975,0.483717675,0.09249446833009439,0.48183266372805256,0.48560268627194747,0.0018850112719474565,0.0,400.0,194.48206,14801.0547981564,193.72800607545216,195.23611392454782,0.7540539245478328,0.0,400.0,194.48206,14801.0547981564,193.72800607545216,195.23611392454782,0.7540539245478328,0.0,1.0,0.41476,0.1465766424,0.4123870507181066,0.41713294928189343,0.0023729492818934106,21.2
T-horizontal_scan_traversal-W-20-HS-greedy-D-1-C-5-H-5-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,1,5,5,100000,2.0,401.0,198.45153,15300.880530659098,197.68484973648344,199.21821026351654,0.7666802635165482,0.0,1.0,0.78714,0.16755062039999996,0.784602949619482,0.7896770503805179,0.002537050380517991,0.0,0.9975,0.489697175,0.09633739798451937,0.4877734033189075,0.49162094668109246,0.0019237716810924788,0.0,400.0,196.87341,15416.1241249719,196.10384790089108,197.64297209910893,0.7695620991089243,0.0,400.0,196.87341,15416.1241249719,196.10384790089108,197.64297209910893,0.7695620991089243,0.0,1.0,0.43184200000000006,0.142036087036,0.4295060936834764,0.4341779063165237,0.0023359063165236393,20.9
T-horizontal_scan_traversal-W-20-HS-greedy-D-10-C-5-H-1-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,10,5,1,100000,1.0,401.0,198.50172,13120.480417041603,197.79176480725818,199.21167519274184,0.7099551927418304,0.0,10.0,6.65822,5.5114464316,6.643669133148972,6.672770866851028,0.014550866851028132,0.0,0.9975,0.493252175,0.08186176992026938,0.4914788161098548,0.49502553389014525,0.001773358890145238,0.0,399.3,153.595569,7644.99121526624,153.05363728610456,154.13750071389546,0.5419317138954511,0.0,3993.0,1535.95569,764499.1215266238,1530.5363728610455,1541.3750071389545,5.419317138954511,0.0,1.0,0.89699,0.0923989399,0.8951059624008002,0.8988740375991997,0.0018840375991997504,89.7
T-horizontal_scan_traversal-W-20-HS-greedy-D-10-C-5-H-2-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,10,5,2,100000,2.0,401.0,264.94001,9105.254831199898,264.34858166994184,265.5314383300581,0.591428330058136,0.0,10.0,7.5137,4.099592309999999,7.501150500480858,7.5262494995191425,0.012549499519142415,0.0,0.9975,0.6589798500000001,0.0569279935439775,0.6575010174198933,0.660458682580107,0.001478832580106837,0.0,399.8,180.36237100000002,6321.982077958359,179.86955738055872,180.85518461944133,0.4928136194413071,0.0,3998.0,1803.62371,632198.2077958359,1798.695573805587,1808.5518461944132,4.928136194413128,0.0,1.0,0.89932,0.0524985376,0.8978998648583879,0.9007401351416121,0.0014201351416121,82.32
T-horizontal_scan_traversal-W-20-HS-greedy-D-10-C-5-H-3-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,10,5,3,100000,2.0,401.0,293.67243,6908.3205278951,293.15726979055097,294.18759020944907,0.5151602094490499,0.0,10.0,7.75202,3.6787259195999997,7.740132109736066,7.763907890263934,0.011887890263934331,0.0,0.9975,0.73066065,0.0433251916665775,0.7293705412592099,0.7319507587407902,0.0012901087407901635,0.0,400.0,189.84111299999998,5971.114720421231,189.36217005652998,190.32005594346998,0.47894294347000255,0.0,4000.0,1898.41113,597111.4720421231,1893.6217005653,1903.2005594347,4.789429434699969,0.0,1.0,0.9033866666666666,0.042899197155555555,0.9021029160842216,0.9046704172491116,0.001283750582445009,79.21
T-horizontal_scan_traversal-W-20-HS-greedy-D-10-C-5-H-4-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,10,5,4,100000,2.0,401.0,309.76472,5815.6605633215995,309.2920526579924,310.23738734200765,0.4726673420076395,0.0,10.0,7.84401,3.5052971199,7.832405712251151,7.855614287748849,0.011604287748848918,0.0,0.9975,0.770840175,0.036570791918469375,0.7696548887297936,0.7720254612702064,0.0011852862702064204,0.0,400.0,194.098747,5790.936685129991,193.6270854436951,194.5704085563049,0.4716615563048947,0.0,4000.0,1940.98747,579093.6685129991,1936.2708544369511,1945.704085563049,4.71661556304889,0.0,1.0,0.908465,0.038311343775,0.9072518353028296,0.9096781646971703,0.0012131646971703658,78.12
T-horizontal_scan_traversal-W-20-HS-greedy-D-10-C-5-H-5-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,10,5,5,100000,2.0,401.0,320.68611,5278.8932830679,320.2357834913839,321.13643650861604,0.45032650861605816,0.0,10.0,7.87094,3.4837635164000003,7.859371410663092,7.882508589336908,0.011568589336907742,0.0,0.9975,0.7981089499999999,0.033272652179897506,0.7969783739494208,0.799239526050579,0.0011305760505790907,0.0,399.6,197.292915,5791.382039102775,196.82123530739688,197.7645946926031,0.47167969260311793,0.0,3996.0,1972.92915,579138.2039102776,1968.2123530739686,1977.6459469260312,4.716796926031293,0.0,1.0,0.9102039999999999,0.037194278383999996,0.9090086526034663,0.9113993473965335,0.001195347396533597,77.27
T-horizontal_scan_traversal-W-20-HS-greedy-D-5-C-5-H-1-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,5,5,1,100000,1.0,401.0,196.39655,12988.7450380975,195.6901679295993,197.10293207040067,0.7063820704006787,0.0,5.0,3.33899,1.8190357798999996,3.3306305694858658,3.347349430514134,0.008359430514134125,0.0,0.9975,0.48733482499999997,0.08102813140471937,0.48557051870685136,0.4890991312931486,0.0017643062931486098,0.0,400.0,154.29048,8054.4875341696,153.73422359049746,154.84673640950254,0.556256409502538,0.0,2000.0,771.4524,201362.18835424,768.6711179524873,774.2336820475127,2.7812820475127182,0.0,1.0,0.76603,0.17922803910000001,0.7634060288968691,0.7686539711031308,0.00262397110313084,76.6
T-horizontal_scan_traversal-W-20-HS-greedy-D-5-C-5-H-2-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,5,5,2,100000,2.0,401.0,252.05399,10106.177195079901,251.43090180148698,252.67707819851302,0.6230881985130168,0.0,5.0,3.75394,1.4441544763999996,3.746491601624149,3.761388398375851,0.007448398375851095,0.0,0.9975,0.6259475999999999,0.06334149267924,0.6243876875720843,0.6275075124279156,0.001559912427915644,0.0,400.0,179.504638,7088.729012888956,178.98279452369783,180.02648147630217,0.5218434763021662,0.0,2000.0,897.52319,177218.22532222388,894.9139726184891,900.1324073815109,2.6092173815109163,0.0,1.0,0.78214,0.1093220204,0.7800906794453559,0.784189320554644,0.0020493205546440185,66.0
T-horizontal_scan_traversal-W-20-HS-greedy-D-5-C-5-H-3-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,5,5,3,100000,2.0,401.0,276.1165,8908.488847749999,275.5314970020802,276.70150299791976,0.585002997919787,0.0,5.0,3.87366,1.3043382044,3.866581337947025,3.880738662052975,0.007078662052975027,0.0,0.9975,0.6859333999999999,0.05604819926444001,0.6844660392321781,0.6874007607678218,0.0014673607678218348,0.0,400.0,189.05091200000004,6858.994294368256,188.537594237973,189.56422976202708,0.513317762027043,0.0,2000.0,945.25456,171474.8573592064,942.6879711898648,947.8211488101351,2.5665888101351584,0.0,1.0,0.7945266666666666,0.09073404262222225,0.7926596800621685,0.7963936532711647,0.0018669866044981331,62.5
T-horizontal_scan_traversal-W-20-HS-greedy-D-5-C-5-H-4-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,5,5,4,100000,2.0,401.0,290.32199,8441.579732439899,289.75252382277665,290.8914561772234,0.5694661772233758,0.0,5.0,3.91667,1.2595061111000003,3.9097140538555837,3.923625946144416,0.006955946144416192,0.0,0.9975,0.721371875,0.05323705602148437,0.7199417859314028,0.7228019640685972,0.0014300890685972067,0.0,400.0,194.46441599999997,6823.509296978943,193.9524277841661,194.97640421583384,0.5119882158338669,0.0,2000.0,972.32208,170587.73242447362,969.7621389208307,974.8820210791694,2.5599410791693344,0.0,1.0,0.8041825,0.08196863169375002,0.8024079840222903,0.8059570159777097,0.001774515977709723,60.9
T-horizontal_scan_traversal-W-20-HS-greedy-D-5-C-5-H-5-RUNS-100000.csv,horizontal_scan_traversal,20,greedy,5,5,5,100000,2.0,401.0,298.34395,8424.7039683975,297.77505332427586,298.91284667572415,0.5688966757241474,0.0,5.0,3.94029,1.2290447159000002,3.933418684128494,3.947161315871506,0.006871315871506134,0.0,0.9975,0.7413841999999998,0.05320899561536001,0.7399544878696884,0.7428139121303112,0.0014297121303114002,0.0,400.0,197.252336,6826.893193743103,196.7402208479777,197.76445115202233,0.5121151520223179,0.0,2000.0,986.26168,170672.3298435776,983.7011042398884,988.8222557601115,2.560575760111533,0.0,1.0,0.80914,0.07839166040000001,0.807404634325012,0.810875365674988,0.0017353656749879987,60.0
T-horizontal_scan_traversal-W-20-HS-random-D-1-C-5-H-1-RUNS-100000.csv,horizontal_scan_traversal,20,random,1,5,1,100000,1.0,401.0,143.53505,10903.6044914975,142.88784611392904,144.18225388607098,0.6472038860709688,0.0,1.0,0.56827,0.24533920710000007,0.5651999916970872,0.5713400083029129,0.003070008302912819,0.0,0.9975,0.35351035000000003,0.0683361826928775,0.35189010224291795,0.3551305977570821,0.0016202477570820828,0.0,400.0,142.39779,10935.5851931159,141.74963767162436,143.04594232837562,0.6481523283756303,0.0,400.0,142.39779,10935.5851931159,141.74963767162436,143.04594232837562,0.6481523283756303,0.0,1.0,0.43101,0.2452403799,0.427940610087617,0.434079389912383,0.0030693899123829804,43.1
T-horizontal_scan_traversal-W-20-HS-random-D-1-C-5-H-2-RUNS-100000.csv,horizontal_scan_traversal,20,random,1,5,2,100000,2.0,401.0,176.17479,12496.7124984559,175.48191648532313,176.86766351467688,0.6928735146768759,0.0,1.0,0.69425,0.21226693749999997,0.6913944008210186,0.6971055991789815,0.0028555991789814827,0.0,0.9975,0.43447519999999995,0.07863164270996,0.4327371800961019,0.436213219903898,0.001738019903898047,0.0,400.0,174.78477,12582.9101060471,174.08951100175986,175.48002899824016,0.6952589982401491,0.0,400.0,174.78477,12582.9101060471,174.08951100175986,175.48002899824016,0.6952589982401491,0.0,1.0,0.43334,0.1810014444,0.4307030791653767,0.4359769208346233,0.002636920834623302,30.42
T-horizontal_scan_traversal-W-20-HS-random-D-1-C-5-H-3-RUNS-100000.csv,horizontal_scan_traversal,20,random,1,5,3,100000,2.0,401.0,188.21686,13704.3069317404,187.49128115859835,188.94243884140164,0.7255788414016422,0.0,1.0,0.74628,0.18934616159999998,0.7435829790241777,0.7489770209758224,0.0026970209758223618,0.0,0.9975,0.46431795000000003,0.08629560805779751,0.4624971995835101,0.46613870041648997,0.0018207504164899357,0.0,400.0,186.72199,13809.226460439899,185.99363895571966,187.45034104428035,0.7283510442803447,0.0,400.0,186.72199,13809.226460439899,185.99363895571966,187.45034104428035,0.7283510442803447,0.0,1.0,0.4319466666666667,0.15890207715555552,0.42947596186924397,0.43441737146408943,0.002470704797422729,25.14
T-horizontal_scan_traversal-W-20-HS-random-D-1-C-5-H-4-RUNS-100000.csv,horizontal_scan_traversal,20,random,1,5,4,100000,2.0,401.0,195.34693,14608.0980695751,194.59780738290664,196.09605261709333,0.7491226170933487,0.0,1.0,0.7734,0.17525243999999995,0.7708052942873921,0.7759947057126079,0.002594705712607892,0.0,0.9975,0.482006525,0.09198499579492436,0.48012671235017085,0.4838863376498292,0.0018798126498291712,0.0,400.0,193.79704,14719.748687238402,193.04506003645778,194.54901996354224,0.751979963542226,0.0,400.0,193.79704,14719.748687238402,193.04506003645778,194.54901996354224,0.751979963542226,0.0,1.0,0.4311925,0.14780990294375002,0.4288095889165797,0.43357541108342024,0.0023829110834202583,22.35
T-horizontal_scan_traversal-W-20-HS-random-D-1-C-5-H-5-RUNS-100000.csv,horizontal_scan_traversal,20,random,1,5,5,100000,2.0,401.0,199.14417,15369.7871850111,198.37576532504065,199.91257467495936,0.7684046749593563,0.0,1.0,0.7859,0.16826118999999998,0.7833575755910864,0.7884424244089137,0.0025424244089136128,0.0,0.9975,0.4914351,0.09677161311299,0.48950699774924966,0.49336320225075037,0.001928102250750352,0.0,400.0,197.56887,15485.492016923099,196.79757844596733,198.34016155403268,0.7712915540326719,0.0,400.0,197.56887,15485.492016923099,196.79757844596733,198.34016155403268,0.7712915540326719,0.0,1.0,0.43355800000000005,0.14230386063599998,0.4312198928360333,0.4358961071639668,0.0023381071639667628,21.06
T-horizontal_scan_traversal-W-20-HS-random-D-10-C-5-H-1-RUNS-100000.csv,horizontal_scan_traversal,20,random,10,5,1,100000,1.0,401.0,197.39667,13012.433202911101,196.6896440924669,198.1036959075331,0.707025907533108,0.0,10.0,5.6681,8.66250239,5.649857777223862,5.686342222776138,0.01824222277613785,0.0,0.9975,0.49056257499999995,0.08124442932186937,0.4887959154411633,0.4923292345588366,0.0017666595588366474,0.0,399.8,142.62643599999998,6850.164795537905,142.11344873818408,143.1394232618159,0.5129872618159084,0.0,3998.0,1426.26436,685016.4795537904,1421.1344873818407,1431.394232618159,5.129872618159197,0.0,1.0,0.91157,0.08061013510000001,0.9098102503160956,0.9133297496839043,0.0017597496839043547,91.16
T-horizontal_scan_traversal-W-20-HS-random-D-10-C-5-H-2-RUNS-100000.csv,horizontal_scan_traversal,20,random,10,5,2,100000,2.0,401.0,260.32041,9195.2410674319,259.72606634448874,260.9147536555112,0.5943436555112385,0.0,10.0,6.97071,5.6064120959000014,6.956034308293097,6.985385691706904,0.014675691706903748,0.0,0.9975,0.647585975,0.05751811167079937,0.6460994973587469,0.6490724526412531,0.0014864776412530922,0.0,397.7,174.35243799999998,5950.989488256157,173.87430285991837,174.83057314008158,0.47813514008160496,0.0,3977.0,1743.52438,595098.9488256156,1738.743028599184,1748.305731400816,4.781351400815993,0.0,1.0,0.91011,0.05399478790000001,0.908669769542064,0.9115502304579359,0.0014402304579359537,85.45
T-horizontal_scan_traversal-W-20-HS-random-D-10-C-5-H-3-RUNS-100000.csv,horizontal_scan_traversal,20,random,10,5,3,100000,2.0,401.0,290.90084,7068.036087294399,290.3797587449836,291.42192125501646,0.5210812550164405,0.0,10.0,7.46546,4.3925669884000005,7.452469817036455,7.478450182963545,0.012990182963545038,0.0,0.9975,0.7238593249999999,0.044332199798044376,0.7225543093727212,0.7251643406272786,0.001305015627278694,0.0,400.0,186.71128900000002,5786.86495645848,186.23979329040415,187.1827847095959,0.47149570959587095,0.0,4000.0,1867.11289,578686.495645848,1862.3979329040415,1871.8278470959588,4.714957095958653,0.0,1.0,0.91067,0.04407681776666668,0.9093687486671191,0.9119712513328808,0.0013012513328808373,81.77
T-horizontal_scan_traversal-W-20-HS-random-D-10-C-5-H-4-RUNS-100000.csv,horizontal_scan_traversal,20,random,10,5,4,100000,2.0,401.0,308.69346,5926.1256132284,308.21632475548563,309.1705952445144,0.47713524451438616,0.0,10.0,7.72506,3.7774679964,7.713013622513398,7.737106377486602,0.012046377486601756,0.0,0.9975,0.7682183,0.037266822795110004,0.7670217874574428,0.7694148125425573,0.0011965125425572598,0.0,400.0,193.46313800000001,5761.589245792957,192.99267311027245,193.93360288972758,0.47046488972756606,0.0,4000.0,1934.63138,576158.9245792957,1929.9267311027243,1939.3360288972758,4.704648897275774,0.0,1.0,0.9104025,0.03983291299375,0.9091654789065793,0.9116395210934207,0.0012370210934207204,79.23
